gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
a4000,1,1,,[Checked 2021],[Checked 2021],,【２０２１年検証版①】</C> ,<C1>【２０２１年検証版①】</C><br/>,,
a4000,1,2,,[m0000：(Prologue) Riverside Underground],[m0000：(Prologue) Riverside Underground],,【m0000：【序章】リバーサイド地下道①】</C> ,<C1>【m0000：【序章】リバーサイド地下道①】</C><br/>,,
a4000,1,3,,[m0100：(Prologue) Station Street Underground],[m0100：(Prologue) Station Street Underground],,【m0100：【序章】駅前中央通りの地下道】</C> ,<C1>【m0100：【序章】駅前中央通りの地下道】</C><br/>,,
a4000,1,4,,[m0000：(Chapter 1) Riverside Underground],[m0000：(Chapter 1) Riverside Underground],,【m0000：【１章】リバーサイド地下道②】</C> ,<C1>【m0000：【１章】リバーサイド地下道②】</C><br/>,,
a4000,1,5,,[m1200：(Chapter 1) Creil Outside - Attack (Event Battle)],[m1200：(Chapter 1) Creil Outside - Attack (Event Battle)],,【m1200：【１章】クレイユ郊外・襲撃（イベント戦闘）】</C> ,<C1>【m1200：【１章】クレイユ郊外・襲撃（イベント戦闘）】</C><br/>,,
a4000,1,6,,[m1200：(Chapter 1) Creil Outside],[m1200：(Chapter 1) Creil Outside],,【m1200：【１章】クレイユ郊外】</C> ,<C1>【m1200：【１章】クレイユ郊外】</C><br/>,,
a4000,1,7,,[t0000：(Chapter 1) Creil - Attack (Event Battle)],[t0000：(Chapter 1) Creil - Attack (Event Battle)],,【t0000：【１章】クレイユ村・襲撃（イベント戦闘）】</C> ,<C1>【t0000：【１章】クレイユ村・襲撃（イベント戦闘）】</C><br/>,,
a4000,1,8,,[m1100：(Chapter 1) Hill Zone],[m1100：(Chapter 1) Hill Zone],,【m1100：【１章】丘陵地帯】</C> ,<C1>【m1100：【１章】丘陵地帯】</C><br/>,,
a4000,1,9,,[m2000：(Chapter 2) Upper Waterways],[m2000：(Chapter 2) Upper Waterways],,【m2000：【２章】上水道①】</C> ,<C1>【m2000：【２章】上水道①】</C><br/>,,
a4000,1,10,,[m2100：(Chapter 2) Eroded Caves],[m2100：(Chapter 2) Eroded Caves],,【m2100：【２章】海蝕洞】</C> ,<C1>【m2100：【２章】海蝕洞】</C><br/>,,
a4000,1,11,,[t1000：(Chapter 2) New District - Park],[t1000：(Chapter 2) New District - Park],,【t1000：【２章】新市街・公園】</C> ,<C1>【t1000：【２章】新市街・公園】</C><br/>,,
a4000,1,12,,[m2200：(Chapter 2) Storehouse],[m2200：(Chapter 2) Storehouse],,【m2200：【２章】倉庫】</C> ,<C1>【m2200：【２章】倉庫】</C><br/>,,
a4000,1,13,,[m2100：(Chapter 2) Eroded Caves],[m2100：(Chapter 2) Eroded Caves],,【m2100：【２章】海蝕洞】</C> ,<C1>【m2100：【２章】海蝕洞】</C><br/>,,
