gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
c1000,1,1,CHR_THIS,Apply temporary placement for event progression testing. Delete this once the large battle in front of Genesis Tower is formally implemented.,Apply temporary placement for event<br/>progression testing. Delete this once the large battle<br/>in front of Genesis Tower is formally implemented.,CHR_THIS,イベント進行確認用に仮配置しています。 ※ゲネシスタワー前での広域戦闘が正式入力しましたら削除をお願いいたします。,イベント進行確認用に仮配置しています。<br/>※ゲネシスタワー前での広域戦闘が正式入力しましたら削除をお願いいたします。,,
c1000,2,2,Lashkar,"I know. I wanna hold a memorial for them, but...","I know. I wanna hold a memorial for them, but...",ラシュカル,……そうだな、せめて追悼式典くらいは……,……そうだな、せめて追悼式典くらいは……,,
c1000,2,3,Lashkar,...but I don't WANT them to be gone. Why can't they come back...?,...but I don't WANT them to be gone. Why can't<br/>they come back...?,ラシュカル,でも……それってやっぱり、皆がもういない事を 認めちゃうって訳で……,でも……それってやっぱり、皆がもういない事を<br/>認めちゃうって訳で……,,
c1000,3,4,Reporter Chen,"Goodness. The President really knows how to play to the crowd, what with that speech and the new weapon they showed off...","Goodness. The President really knows how to play to<br/>the crowd, what with that speech and the new<br/>weapon they showed off...",記者チェン,先の演説と言い新兵器のお披露目と言い…… 大統領は本当に見せ方が上手いよな……,先の演説と言い新兵器のお披露目と言い……<br/>大統領は本当に見せ方が上手いよな……,,
c1000,3,5,Reporter Chen,"...but, well, maybe that comes naturally to political breeds like him. I'm no bureaucrat, so I can't say.","...but, well, maybe that comes naturally to political<br/>breeds like him. I'm no bureaucrat, so I can't say.",記者チェン,まあ、僕は政治部じゃないから踏み込んだ事は あまり言えないけどさ……,まあ、僕は政治部じゃないから踏み込んだ事は<br/>あまり言えないけどさ……,,
c1000,3,6,Reporter Chen,"I'm surveying passers-by to see what they took away from the ceremony, and I've gotten some interesting answers.","I'm surveying passers-by to see what they took away<br/>from the ceremony, and I've gotten some<br/>interesting answers.",記者チェン,とりあえず式典のどういうポイントに感動したか、 街行く人にインタビューしていたところでね。,とりあえず式典のどういうポイントに感動したか、<br/>街行く人にインタビューしていたところでね。,,
c1000,3,7,Reporter Chen,I think my next article's gonna do some serious numbers.,I think my next article's gonna do some<br/>serious numbers.,記者チェン,これだけでも記事の作り甲斐がありそうだよ。,これだけでも記事の作り甲斐がありそうだよ。,,
c1000,4,8,Bracer Alvis,"So that's their new war machine, huh? The Assault Frame...","So that's their new war machine, huh? The<br/>Assault Frame...",遊撃士アルヴィス,あれがお披露目された新兵器── 新型戦車に《ＡＦ（アサルトフレーム）》の完成形か……,あれがお披露目された新兵器──<br/>新型戦車に《ＡＦ（アサルトフレーム）》の完成形か……,,
c1000,4,9,Bracer Alvis,"I can't argue with what the president said, but...man, that thing puts me on edge.","I can't argue with what the president said, but...man,<br/>that thing puts me on edge.",遊撃士アルヴィス,ふう、やはり抵抗があるな。 大統領はもっともらしい話をしていたが……,ふう、やはり抵抗があるな。<br/>大統領はもっともらしい話をしていたが……,,
c1000,4,10,Bracer Alvis,"Can't let it get to me, though. I gotta keep an eye out for trouble on the ground.","Can't let it get to me, though. I gotta keep an eye out<br/>for trouble on the ground.",遊撃士アルヴィス,……っと、今はうだうだ言ってる場合じゃないな。 目立ったトラブルもない、見回りを続行しよう。,……っと、今はうだうだ言ってる場合じゃないな。<br/>目立ったトラブルもない、見回りを続行しよう。,,
c1000,4,11,Bracer Alvis,"I imagine work's keeping you pretty busy, too. Loop back with the guild if you see something come up, yeah?","I imagine work's keeping you pretty busy, too.<br/>Loop back with the guild if you see something come<br/>up, yeah?",遊撃士アルヴィス,そっちも仕事中か？ 何かあればギルドに連絡を入れろよ、裏解決屋。,そっちも仕事中か？<br/>何かあればギルドに連絡を入れろよ、裏解決屋。,,
c1000,5,12,Bracer Regina,"Even though the speech is over, this place is still crazy crowded... Well, at least the military's here. I'm sure they can keep everything under control.","Even though the speech is over, this place is still<br/>crazy crowded... Well, at least the military's here.<br/>I'm sure they can keep everything under control.",遊撃士レジーナ,演説後のヴァンタイユ広場…… 軍の目もあるし、問題はなさそうね。,演説後のヴァンタイユ広場……<br/>軍の目もあるし、問題はなさそうね。,,
c1000,5,13,Bracer Regina,"We've been getting requests left and right today, so we should probably head back to the branch soon, but first...","We've been getting requests left and right today, so<br/>we should probably head back to the branch soon,<br/>but first...",遊撃士レジーナ,応援要請も各所から来ているし もう少し見回ったら総支部に戻るけど……,応援要請も各所から来ているし<br/>もう少し見回ったら総支部に戻るけど……,,
c1000,5,14,Bracer Regina,"...w-well, I believe that Alvis has earned himself some ice cream for all his good work!","...w-well, I believe that Alvis has earned himself some<br/>ice cream for all his good work!",遊撃士レジーナ,──コ、コホン、その前に、アルヴィスに アイスを奢ってあげるのも悪くないかもね。,──コ、コホン、その前に、アルヴィスに<br/>アイスを奢ってあげるのも悪くないかもね。,,
c1000,5,15,Bracer Regina,"Or, wait, no. That seems too contrived. Maybe I should treat him after work instead? Or would he rather have a pick-me-up now? Hrm...","Or, wait, no. That seems too contrived. Maybe I<br/>should treat him after work instead? Or would he<br/>rather have a pick-me-up now? Hrm...",遊撃士レジーナ,いえ、今日の業務が終わった後の 労（ねぎら）いとしての方が自然かしら……むむむ……,いえ、今日の業務が終わった後の<br/>労（ねぎら）いとしての方が自然かしら……むむむ……,,
c1000,5,16,Agnes,"(It's rough being a woman in love, isn't it?)","(It's rough being a woman in love, isn't it?)",アニエス,（あはは……乙女心は複雑、ですね。）,（あはは……乙女心は複雑、ですね。）,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
c1000,5,17,Ferry,"(I don't really get what she's aiming for, but I feel like I wanna cheer her on!)","(I don't really get what she's aiming for, but I feel like<br/>I wanna cheer her on!)",フェリ,（よく分かりませんけど……   なんだか応援したくなっちゃいますね！）,（よく分かりませんけど……<br/>  なんだか応援したくなっちゃいますね！）,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
c1000,5,18,Lisette,(I see that love is quite the fickle thing.),(I see that love is quite the fickle thing.),リゼット,（ふふ……乙女心は複雑、ですね。）,（ふふ……乙女心は複雑、ですね。）,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
c1000,5,19,Judith,"(Gah, stop beating around the bush and spit it out!)","(Gah, stop beating around the bush and spit it out!)",ジュディス,（全くじれったいわね、もう……）,（全くじれったいわね、もう……）,,"<img class=""itp-kuro"" src=""itp/11/avfc5007_out.webp""/>"
c1000,6,20,Kaina,"I know how you feel... I'm hurt, too. My heart is aching...","I know how you feel... I'm hurt, too. My heart<br/>is aching...",カイナ,あたしだって……悔しいし、悲しくない訳ないよ。 でも、ここで立ち止まってたら……,あたしだって……悔しいし、悲しくない訳ないよ。<br/>でも、ここで立ち止まってたら……,,
c1000,6,21,Kaina,"But I'd be hurting everyone else if I stopped here. Mom, Dad, the boss... Sylvie...","But I'd be hurting everyone else if I stopped here.<br/>Mom, Dad, the boss... Sylvie...",カイナ,父さん母さんや親方も喜ばないし、 恩あるシルヴィさんにも申し訳ないからね……,父さん母さんや親方も喜ばないし、<br/>恩あるシルヴィさんにも申し訳ないからね……,,
c1000,6,22,Kaina,The weapons I work on can help take those evil people down—I just have to trust the bracers and the army to use them for good.,The weapons I work on can help take those evil<br/>people down—I just have to trust the bracers and the<br/>army to use them for good.,カイナ,遊撃士や軍人が、アルマータみたいな悪党を倒す 武器を作れるようになって平和に貢献する……,遊撃士や軍人が、アルマータみたいな悪党を倒す<br/>武器を作れるようになって平和に貢献する……,,
c1000,6,23,Kaina,"So I want to keep going...for their sake, and for my own. Somehow, some way, I'll get my closure.","So I want to keep going...for their sake, and for<br/>my own. Somehow, some way, I'll get my closure.",カイナ,それが、あたしにできる唯一の復讐で、 職人なりの弔いなんじゃないかなって……,それが、あたしにできる唯一の復讐で、<br/>職人なりの弔いなんじゃないかなって……,,
c1000,7,24,Kaina,"Oh, Lashkar, look there. That's the statue of Sheena Dirke.","Oh, Lashkar, look there. That's the statue of<br/>Sheena Dirke.",カイナ,ほら、ラシュカル……あれが シーナ・ディルクの像だよ、凄いよね。,ほら、ラシュカル……あれが<br/>シーナ・ディルクの像だよ、凄いよね。,,
c1000,7,25,Kaina,"And then there are all these stands, all these people... It's nothing like our little festival back home.","And then there are all these stands, all these people...<br/>It's nothing like our little festival back home.",カイナ,それにほら、出店とか見世物も色々あって、 村のお祭りとは段違いで……,それにほら、出店とか見世物も色々あって、<br/>村のお祭りとは段違いで……,,
c1000,7,26,Lashkar,Mhm...,Mhm...,ラシュカル,……うん、そうだな……,……うん、そうだな……,,
c1000,7,27,Kaina,"I know you're feeling down... I can't blame you at all. I feel a little lost myself, honestly.","I know you're feeling down... I can't blame you at all.<br/>I feel a little lost myself, honestly.",カイナ,……まあ、まだ立ち直れないか。 それも仕方ないよ……,……まあ、まだ立ち直れないか。<br/>それも仕方ないよ……,,
c1000,7,28,Kaina,"I can turn to Sylvie, but then, my family back home was...","I can turn to Sylvie, but then, my family back<br/>home was...",カイナ,あたしだって、シルヴィさんのお陰で 暮らせてるとは言え、家族や親方の事は……,あたしだって、シルヴィさんのお陰で<br/>暮らせてるとは言え、家族や親方の事は……,,
c1000,7,29,Lashkar,"I just... I know I gotta stop crying, but...how?","I just... I know I gotta stop crying, but...how?",ラシュカル,……わかってる、わかってるよ…… ……いつまでもこうじゃダメって事くらい……,……わかってる、わかってるよ……<br/>……いつまでもこうじゃダメって事くらい……,,
c1000,7,30,Lashkar,What do I do...?,What do I do...?,ラシュカル,……でも、でもよぉ……,……でも、でもよぉ……,,
c1000,7,31,Kaina,"We did get them to hold a memorial service, at least.","We did get them to hold a memorial service, at least.",カイナ,──とにかく、クレイユ村の追悼式典も やってもらえた訳だしさ。,──とにかく、クレイユ村の追悼式典も<br/>やってもらえた訳だしさ。,,
