gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
m5000,1,1,Ferry,Whoa... This path is so pretty.,Whoa... This path is so pretty.,フェリ,わあっ……キレイですねぇ。,わあっ……キレイですねぇ。,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
m5000,1,2,Lisette,"The autumn leaves look beautiful. The cosmos seem to be at their peak, too.","The autumn leaves look beautiful. The cosmos seem<br/>to be at their peak, too.",リゼット,ちょうど紅葉の季節…… 秋桜（コスモス）も見頃のようですね。,ちょうど紅葉の季節……<br/>秋桜（コスモス）も見頃のようですね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
m5000,1,3,Agnes,Yes. It almost feels like a waste to keep it sealed off.,Yes. It almost feels like a waste to keep it sealed off.,アニエス,はい、閉鎖されているのが 勿体ないくらいですけど……,はい、閉鎖されているのが<br/>勿体ないくらいですけど……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m5000,1,4,Maxim,M-Monsters...? But there weren't any here seven years ago.,M-Monsters...? But there weren't any here seven<br/>years ago.,マクシム,あ、あれは魔獣か…… ７年前には居なかったのに。,あ、あれは魔獣か……<br/>７年前には居なかったのに。,,
m5000,1,5,Aaron,"We're gonna have more than just those little ones to deal with, too.","We're gonna have more than just those little ones to<br/>deal with, too.",アーロン,ハッ……どうやら それだけじゃないみたいだがなァ。,ハッ……どうやら<br/>それだけじゃないみたいだがなァ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
m5000,1,6,Maxim,...What?,...What?,マクシム,え。,え。,,
m5000,1,7,FIO,Warning! Warning! Large enemy presence detected!,Warning! Warning! Large enemy presence detected!,ＦＩＯ,警告、警告！ センサーニ大型ノ敵性反応！,"<audio id=""se_k10534""><source src=""talk/11/se_k10534.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('se_k10534').play()"">警告、警告！<br/>センサーニ大型ノ敵性反応！</a>",,
m5000,1,8,Maxim,"Well, THAT doesn't sound good...","Well, THAT doesn't sound good...",マクシム,ええっ、どういうことだ！？,ええっ、どういうことだ！？,,
m5000,1,9,Quatre,That must be where the monster that rules this area is.,That must be where the monster that rules this<br/>area is.,カトル,何らかの大型魔獣── “ヌシ”がいるみたいだね。,何らかの大型魔獣──<br/>“ヌシ”がいるみたいだね。,,"<img class=""itp-kuro"" src=""itp/11/avfc0004_out.webp""/>"
m5000,1,10,Quatre,Van.,Van.,カトル,……ヴァンさん。,……ヴァンさん。,,"<img class=""itp-kuro"" src=""itp/11/avfc0004_out.webp""/>"
