gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
m0100,1,1,Agnes,I-Is this place a relic from the Middle Ages?,I-Is this place a relic from the Middle Ages?,アニエス,こ、ここって…… まさか中世の遺構……？,こ、ここって……<br/>まさか中世の遺構……？,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0100,1,2,Van,"Might go back to the Dark Ages, even.","Might go back to the Dark Ages, even.",ヴァン,ああ、ひょっとしたら 暗黒時代まで遡るかもしれんな。,ああ、ひょっとしたら<br/>暗黒時代まで遡るかもしれんな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0100,1,3,Van,"Edith might not have a leg up on the Old Capital's history, but it still goes back to the Middle Ages easy enough.","Edith might not have a leg up on the Old Capital's<br/>history, but it still goes back to the Middle Ages<br/>easy enough.",ヴァン,旧王都ほどじゃねえが イーディスも中世からある都市だ。,旧王都ほどじゃねえが<br/>イーディスも中世からある都市だ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0100,1,4,Van,"Tack on all the subways and waterways we've been building, and the underground's a sprawling mess and a half now.","Tack on all the subways and waterways we've been<br/>building, and the underground's a sprawling mess and<br/>a half now.",ヴァン,近代以降の地下鉄や上水道も含め 地下は結構カオスなことになってるぜ。,近代以降の地下鉄や上水道も含め<br/>地下は結構カオスなことになってるぜ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0100,1,5,Agnes,I see... I suppose it does make sense that a place like this would exist here when you think about it enough.,I see... I suppose it does make sense that a place like<br/>this would exist here when you think about it enough.,アニエス,そうだったんですか……でも確かに あってもおかしくないかもしれません。,そうだったんですか……でも確かに<br/>あってもおかしくないかもしれません。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0100,1,6,Agnes,...?,...?,アニエス,……っ………？,……っ………？,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0100,1,7,Van,Hmm? Wha...?,Hmm? Wha...?,ヴァン,……？　どうした──,……？　どうした──,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0100,1,8,Van,Crap.,Crap.,ヴァン,おいおい、コイツは……,おいおい、コイツは……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0100,1,9,Agnes,Van! I-Is that a...?,Van! I-Is that a...?,アニエス,ヴァンさん、あ、あれって……！,ヴァンさん、あ、あれって……！,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0100,1,10,Van,"A monster. Well, a spirit, more like.","A monster. Well, a spirit, more like.",ヴァン,魔獣……いや、霊体の類いかよ。,魔獣……いや、霊体の類いかよ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
