gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
c0800,1,1,Oslo,I heard from the police and the folks at Marduk about what's going on out there...,I heard from the police and the folks at Marduk<br/>about what's going on out there...,オスロ,ある程度他の街区などの状況も警察やＭＫ社の方に 教えてもらえましたが……,ある程度他の街区などの状況も警察やＭＫ社の方に<br/>教えてもらえましたが……,,
c0800,1,2,Oslo,"We're having a real drought of clients, just like everyone else. Our whole organization is having trouble handling it.","We're having a real drought of clients, just like<br/>everyone else. Our whole organization is having<br/>trouble handling it.",オスロ,やはり弊社も顧客もほとんどが止まっていて…… 組織だって対応は出来なさそうですね。,やはり弊社も顧客もほとんどが止まっていて……<br/>組織だって対応は出来なさそうですね。,,
c0800,1,3,Oslo,"But if I try and address it myself, suddenly it becomes my responsibility.","But if I try and address it myself, suddenly it becomes<br/>my responsibility.",オスロ,とはいえ、私が動ける以上は私に責任が あるのだという捉え方もできます。,とはいえ、私が動ける以上は私に責任が<br/>あるのだという捉え方もできます。,,
c0800,1,4,Oslo,"We at least should start budgeting for damages, so that we can weather the storm and pick up the pieces afterward.","We at least should start budgeting for damages, so<br/>that we can weather the storm and pick up the<br/>pieces afterward.",オスロ,終息後に円滑に対応できるよう……今のうちに 最低限、損害を見積もっておかないと……,終息後に円滑に対応できるよう……今のうちに<br/>最低限、損害を見積もっておかないと……,,
c0800,1,5,Oslo,It's good to see things have cleared up a bit outside.,It's good to see things have cleared up a bit outside.,オスロ,ある程度外が落ち着いたのは 助かりましたが……,ある程度外が落ち着いたのは<br/>助かりましたが……,,
c0800,1,6,Oslo,"I wonder how everybody at the company's doing... Our clients, too.","I wonder how everybody at the company's doing...<br/>Our clients, too.",オスロ,会社や、顧客企業の方は 大丈夫でしょうか……？,会社や、顧客企業の方は<br/>大丈夫でしょうか……？,,
c0800,1,7,Oslo,"I should at least get in contact with them, try and make sure they're okay. Once this is over, we need to start picking up the pieces.","I should at least get in contact with them, try and<br/>make sure they're okay. Once this is over, we need to<br/>start picking up the pieces.",オスロ,一刻も早く安否を確認して、 事後の損害対策をしないといけないのに……,一刻も早く安否を確認して、<br/>事後の損害対策をしないといけないのに……,,
c0800,1,8,Oslo,This festival will be a big boon for the economy going forward... Maybe it's time we considered expanding.,This festival will be a big boon for the economy<br/>going forward... Maybe it's time we<br/>considered expanding.,オスロ,記念祭は、経済的な影響や今後の商業施設の 事業展開が参考になるものですが……,記念祭は、経済的な影響や今後の商業施設の<br/>事業展開が参考になるものですが……,,
c0800,1,9,Oslo,"But, well, perhaps I should just take my mind off work for today. Looking at the festival from a customer perspective is plenty valuable, too.","But, well, perhaps I should just take my mind off<br/>work for today. Looking at the festival from a<br/>customer perspective is plenty valuable, too.",オスロ,まあ、私も今日くらいは息抜きをしましょうか。 客の立場でこそ見えるものもあるでしょうし。,まあ、私も今日くらいは息抜きをしましょうか。<br/>客の立場でこそ見えるものもあるでしょうし。,,
c0800,1,10,Oslo,"I just have to, erm...not do what I usually do to relax. I've learned my lesson...","I just have to, erm...not do what I usually do to relax.<br/>I've learned my lesson...",オスロ,もっとも、息抜きと思って酷い目に 遭った事もありますし……,もっとも、息抜きと思って酷い目に<br/>遭った事もありますし……,,
c0800,1,11,Oslo,"I can't let my guard down, or karma will pay me back tenfold.","I can't let my guard down, or karma will pay me<br/>back tenfold.",オスロ,羽目は外し過ぎないようにしないとですがね。,羽目は外し過ぎないようにしないとですがね。,,
c0800,1,12,Oslo,"Oh, it's you! Thank you for earlier.","Oh, it's you! Thank you for earlier.",オスロ,おや貴方は……！　先程はどうも。,おや貴方は……！　先程はどうも。,,
c0800,1,13,Oslo,"Give my regards to that young man who helped out with the orbal network stuff, next time you see him.","Give my regards to that young man who helped out<br/>with the orbal network stuff, next time you see him.",オスロ,導力ネットの件でお世話になった あの少年にも、よろしくお伝え下さいね。,導力ネットの件でお世話になった<br/>あの少年にも、よろしくお伝え下さいね。,,
c0800,1,14,Oslo,"You know, I've just realized: the musical landscape here has really changed since I graduated.","You know, I've just realized: the musical landscape<br/>here has really changed since I graduated.",オスロ,そういえば聞くところによると……私が 学校を出てから音楽文化も随分変わったとか。,そういえば聞くところによると……私が<br/>学校を出てから音楽文化も随分変わったとか。,,
c0800,1,15,Oslo,"Idols, rock bands, singer-songwriters... We didn't have any of that when I was younger.","Idols, rock bands, singer-songwriters... We didn't<br/>have any of that when I was younger.",オスロ,アイドルにロックにシンガーソングライター。 どれも私の時は聞いた事のないものです。,アイドルにロックにシンガーソングライター。<br/>どれも私の時は聞いた事のないものです。,,
c0800,1,16,Oslo,"Then again, I wasn't much for partying in my youth anyway. I was nose-deep in the books, trying to guarantee I'd land a good job.","Then again, I wasn't much for partying in my<br/>youth anyway. I was nose-deep in the books, trying to<br/>guarantee I'd land a good job.",オスロ,やや気後れしますが、青春の広範をことごとく 勉学と仕事に費やしてきましたし……,やや気後れしますが、青春の広範をことごとく<br/>勉学と仕事に費やしてきましたし……,,
c0800,1,17,Oslo,Perhaps I should give this new generation of music a listen—you're never too old to be hip and happening!,Perhaps I should give this new generation of music a<br/>listen—you're never too old to be hip and happening!,オスロ,今になって若者の音楽に触れてみるのも 刺激にはなるかもしれませんね。,今になって若者の音楽に触れてみるのも<br/>刺激にはなるかもしれませんね。,,
c0800,1,18,Oslo,"Gotti's latest movie was...well, raunchy, as his usually are—but it brought back some ugly memories for me...","Gotti's latest movie was...well, raunchy, as his usually<br/>are—but it brought back some ugly memories<br/>for me...",オスロ,ゴッチ監督の映画は……まあ、セクシーなのが かえって嫌な記憶を思い出させるので……,ゴッチ監督の映画は……まあ、セクシーなのが<br/>かえって嫌な記憶を思い出させるので……,,
c0800,1,19,Oslo,"Once the state of emergency lifts and the festival begins, the marketplace should get a nice shot in the arm.","Once the state of emergency lifts and the festival<br/>begins, the marketplace should get a nice shot in<br/>the arm.",オスロ,非常事態宣言が解除され、記念祭も迎えられると なると経済活動も活発化するでしょう。,非常事態宣言が解除され、記念祭も迎えられると<br/>なると経済活動も活発化するでしょう。,,
c0800,1,20,Oslo,I imagine plenty of industries will try to time their expansion with it—and that brings a need for eagle-eyed consultants like us.,I imagine plenty of industries will try to time their<br/>expansion with it—and that brings a need for<br/>eagle-eyed consultants like us.,オスロ,それを受けて事業を拡大する業者もいます、 ここがコンサルタントの頑張りどころです。,それを受けて事業を拡大する業者もいます、<br/>ここがコンサルタントの頑張りどころです。,,
c0800,1,21,Oslo,"And speaking of, the festival is an excellent opportunity to conduct some market research.","And speaking of, the festival is an excellent<br/>opportunity to conduct some market research.",オスロ,記念祭もマーケティング調査のためには これ以上に無い舞台と言えますしね。,記念祭もマーケティング調査のためには<br/>これ以上に無い舞台と言えますしね。,,
c0800,1,22,Oslo,It's nice that this uptick in my work will keep me busy...,It's nice that this uptick in my work will keep<br/>me busy...,オスロ,当分は前向きな仕事も増えて忙しく なるとは思いますが……,当分は前向きな仕事も増えて忙しく<br/>なるとは思いますが……,,
c0800,1,23,Oslo,"...but man, I really need to find a better way of letting off steam. No more adult websites for me—I need to go cold turkey.","...but man, I really need to find a better way of letting<br/>off steam. No more adult websites for me—I need to<br/>go cold turkey.",オスロ,ふう……やっぱり娯楽は欲しいですね。 あの手のサイトは懲りましたが……,ふう……やっぱり娯楽は欲しいですね。<br/>あの手のサイトは懲りましたが……,,
c0800,1,24,Oslo,There must be something else that might help me unwind.,There must be something else that might help<br/>me unwind.,オスロ,何か他に良い物は無いものか……,何か他に良い物は無いものか……,,
c0800,1,25,Oslo,It doesn't surprise me that they froze that project's funding.,It doesn't surprise me that they froze that<br/>project's funding.,オスロ,やはりこの状況だと例のプロジェクトは…… いえ、投資が冷え込むのも無理ないですよ。,やはりこの状況だと例のプロジェクトは……<br/>いえ、投資が冷え込むのも無理ないですよ。,,
c0800,1,26,Oslo,I'm still reeling from all this...but I still have a job to do. I have to help the company however I can.,I'm still reeling from all this...but I still have a job<br/>to do. I have to help the company however I can.,オスロ,私どもとしても心が痛む限りですが…… 何か御社のお力になれる事が他にもあれば。,私どもとしても心が痛む限りですが……<br/>何か御社のお力になれる事が他にもあれば。,,
c0800,1,27,Oslo,I can't sit idly by—someone needs to negotiate these bearish forecasts and spooked investors.,I can't sit idly by—someone needs to negotiate these<br/>bearish forecasts and spooked investors.,オスロ,今後の投資の消極化を見据えての事業進行など、 私どもが提示できることはまだございますので……,今後の投資の消極化を見据えての事業進行など、<br/>私どもが提示できることはまだございますので……,,
c0800,1,28,Oslo,"If the word had got out that we got phished on some explicit website...heavens, our reputation would have been sunk.","If the word had got out that we got phished on some<br/>explicit website...heavens, our reputation would have<br/>been sunk.",オスロ,会社の端末であんなサイトを見た挙句、詐欺に かかったと知れたら信用問題になりますからね……,会社の端末であんなサイトを見た挙句、詐欺に<br/>かかったと知れたら信用問題になりますからね……,,
c0800,1,29,Oslo,I can't thank you enough. Trust is paramount for our firm—it's not something you can simply buy.,I can't thank you enough. Trust is paramount for our<br/>firm—it's not something you can simply buy.,オスロ,コンサルタントという仕事上、信用問題は かなり重いので……本当に助かりましたよ。,コンサルタントという仕事上、信用問題は<br/>かなり重いので……本当に助かりましたよ。,,
c0800,1,30,Oslo,So I'm swearing off those spaces. Now I just need to find some other way to unwind after a long day's work...,So I'm swearing off those spaces. Now I just need to<br/>find some other way to unwind after a long<br/>day's work...,オスロ,まあ、今後はあの手のサイトは触れないように するとして……何か代わりの娯楽は欲しいですが。,まあ、今後はあの手のサイトは触れないように<br/>するとして……何か代わりの娯楽は欲しいですが。,,
c0800,1,31,Oslo,"But, really now, I can't believe there are scams like that on the orbal network. I tried bringing it to the police, but they weren't much help.","But, really now, I can't believe there are scams like<br/>that on the orbal network. I tried bringing it to the<br/>police, but they weren't much help.",オスロ,はぁ……まさか導力ネット詐欺に遭うとは…… 一応警察には相談したがどうなるやら……,はぁ……まさか導力ネット詐欺に遭うとは……<br/>一応警察には相談したがどうなるやら……,,
c0800,1,32,Oslo,"And since I used a work computer, I've effectively incriminated myself. Is there some way to erase my search history, by chance...?","And since I used a work computer, I've effectively<br/>incriminated myself. Is there some way to erase my<br/>search history, by chance...?",オスロ,特に会社の端末であんな事をしていた事は…… 何とかして履歴を抹消しないと……,特に会社の端末であんな事をしていた事は……<br/>何とかして履歴を抹消しないと……,,
c0800,1,33,Oslo,"With technology comes trickery, I suppose. Those who lack the savvy can find themselves trapped.","With technology comes trickery, I suppose.<br/>Those who lack the savvy can find<br/>themselves trapped.",オスロ,便利な時代になったぶんだけ 恐ろしい世の中になりましたよ……,便利な時代になったぶんだけ<br/>恐ろしい世の中になりましたよ……,,
c0800,1,34,Oslo,I'll need to be much more cautious on the orbal net going forward.,I'll need to be much more cautious on the orbal net<br/>going forward.,オスロ,これからは気になるサイトがあっても 慎重にならなくてはいけませんね……,これからは気になるサイトがあっても<br/>慎重にならなくてはいけませんね……,,
c0800,1,35,Oslo,"*sigh* This old fogey just isn't with the times, I'm afraid.","*sigh* This old fogey just isn't with the times,<br/>I'm afraid.",オスロ,ふぅ……全ては私の意識の甘さが 招いたという事ですね。,ふぅ……全ては私の意識の甘さが<br/>招いたという事ですね。,,
c0800,1,36,Oslo,I should read up on the orbal network to avoid making that mistake again.,I should read up on the orbal network to avoid<br/>making that mistake again.,オスロ,同じ過ちを繰り返さない為にも 導力ネットについて勉強する必要がありそうです……,同じ過ちを繰り返さない為にも<br/>導力ネットについて勉強する必要がありそうです……,,
c0800,1,37,Oslo,"At any rate, fingers crossed for good news!","At any rate, fingers crossed for good news!",オスロ,とにかく、私は待機していますので。 皆さんからの連絡をお待ちしていますよ……！,とにかく、私は待機していますので。<br/>皆さんからの連絡をお待ちしていますよ……！,,
c0800,1,38,Oslo,A scam website... The mere thought just unnerves me.,A scam website... The mere thought just<br/>unnerves me.,オスロ,はぁ……まさかあれが 詐欺だっただなんて……,はぁ……まさかあれが<br/>詐欺だっただなんて……,,
c0800,1,39,Oslo,I've already had to swallow my pride and put in a request... Do I just have to hope someone takes it?,I've already had to swallow my pride and put in<br/>a request... Do I just have to hope someone takes it?,オスロ,恥を忍んで依頼を出したものの、 本当に来てくれるんだろうか……？,恥を忍んで依頼を出したものの、<br/>本当に来てくれるんだろうか……？,,
c0800,1,40,Quatre,(Hmm? I think that man may have put in a request.),(Hmm? I think that man may have put in a request.),カトル,（……？ 　この人、誰かに依頼を出してるみたいだけど……）,（……？<br/>　この人、誰かに依頼を出してるみたいだけど……）,,"<img class=""itp-kuro"" src=""itp/11/avfc0004_out.webp""/>"
c0800,1,41,Oslo,Phew. That request from the Verne Company is really taking the lion's share of my attention.,Phew. That request from the Verne Company is<br/>really taking the lion's share of my attention.,オスロ,ふう……ヴェルヌ関連企業の案件は やはり神経を使いますね……,ふう……ヴェルヌ関連企業の案件は<br/>やはり神経を使いますね……,,
c0800,1,42,Oslo,And upper management is already at their wits' end with that litigation debacle.,And upper management is already at their wits' end<br/>with that litigation debacle.,オスロ,ただでさえレッドスターとエトワスの特許訴訟で 上層部が神経を尖らせているうえ……,ただでさえレッドスターとエトワスの特許訴訟で<br/>上層部が神経を尖らせているうえ……,,
c0800,1,43,Oslo,Red Star and ETWS are poised to cause even more problems if we don't keep their power and foreign ties in check.,Red Star and ETWS are poised to cause even more<br/>problems if we don't keep their power and foreign ties<br/>in check.,オスロ,関連企業間のパワーバランスや、外国企業との 関係も考慮せねば相当なリスクがある。,関連企業間のパワーバランスや、外国企業との<br/>関係も考慮せねば相当なリスクがある。,,
