gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
m3000,1,1,Rumsfeld,"Oh, I wasn't expecting to see you all again so soon.","Oh, I wasn't expecting to see you all again so soon.",ラムズフェルド,おや皆様、思っていたよりも 早い到着ですな。,おや皆様、思っていたよりも<br/>早い到着ですな。,,
m3000,1,2,Rumsfeld,Have you learned anything about the young lady or her captors?,Have you learned anything about the young lady or<br/>her captors?,ラムズフェルド,お嬢様の件ですが…… 何か情報を掴めたでしょうか。,お嬢様の件ですが……<br/>何か情報を掴めたでしょうか。,,
m3000,1,3,Van,"Sorry, we're still lookin' into it. We'll be sure to update you as soon as we know everything.","Sorry, we're still lookin' into it. We'll be sure to<br/>update you as soon as we know everything.",ヴァン,悪いな、まだ調査中なんだ。 改めてまとめて報告させてもらうぜ。,悪いな、まだ調査中なんだ。<br/>改めてまとめて報告させてもらうぜ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m3000,1,4,Rumsfeld,"I understand. Please, do what you must to get to the bottom of this. Spare no effort for my lady.","I understand. Please, do what you must to get to the<br/>bottom of this. Spare no effort for my lady.",ラムズフェルド,かしこまりました…… どうかお嬢様の事をよろしくお願いしますぞ。,かしこまりました……<br/>どうかお嬢様の事をよろしくお願いしますぞ。,,
m3000,2,5,Park Manager,"Happy Revolution Festival! As you'd probably expect, the park is absolutely brimming with people today.","Happy Revolution Festival! As you'd probably expect,<br/>the park is absolutely brimming with people today.",公園管理人,やあ、革命記念祭おめでとう！ 今日は記念公園も賑わっているよ。,やあ、革命記念祭おめでとう！<br/>今日は記念公園も賑わっているよ。,,
m3000,2,6,Park Manager,"Big surprise when it's named after Sheena Dirke, I know. It's always crazy when this time of year rolls around.","Big surprise when it's named after Sheena Dirke,<br/>I know. It's always crazy when this time of year<br/>rolls around.",公園管理人,ここはシーナ・ディルク由来の場所でもあるし 例年記念祭には盛り上がるんだ。,ここはシーナ・ディルク由来の場所でもあるし<br/>例年記念祭には盛り上がるんだ。,,
m3000,2,7,Park Manager,Feel free to enjoy yourselves as long as you like. The weather's just perfect today!,Feel free to enjoy yourselves as long as you like.<br/>The weather's just perfect today!,公園管理人,よく晴れていい天気になったし、 是非ゆっくり楽しんでいってほしいね。,よく晴れていい天気になったし、<br/>是非ゆっくり楽しんでいってほしいね。,,
m3000,2,8,Park Manager,You guys never seem to catch a break. I feel like you're always wrapped up in something when I see you.,You guys never seem to catch a break. I feel like<br/>you're always wrapped up in something when I<br/>see you.,公園管理人,君たちも大変だなぁ。 相変わらず下請けの仕事三昧みたいだし。,君たちも大変だなぁ。<br/>相変わらず下請けの仕事三昧みたいだし。,,
m3000,2,9,Park Manager,"Anyway, the forest's been closed off this whole time. I have to imagine it's pretty thick with monsters.","Anyway, the forest's been closed off this whole time.<br/>I have to imagine it's pretty thick with monsters.",公園管理人,森林区画はずっと封鎖されていてね。 魔獣もそれなりにいると思う。,森林区画はずっと封鎖されていてね。<br/>魔獣もそれなりにいると思う。,,
m3000,2,10,Park Manager,"Be careful in there. If you need to step out, don't hesitate to do so.","Be careful in there. If you need to step out, don't<br/>hesitate to do so.",公園管理人,どうかくれぐれも気を付けて。 何かあれば戻ってきてくれよ。,どうかくれぐれも気を付けて。<br/>何かあれば戻ってきてくれよ。,,
