gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
e0100,1,1,Captain-level man,"This here will be the turning point! All units, assume the Dual Lancer formation!","This here will be the turning point! All units,<br/>assume the Dual Lancer formation!",隊長格の男,ここが分け目だ── 総員、戦形を《双槍騎兵（ドッペルランツェレイター）》へ！,"<audio id=""v63_10000""><source src=""talk/11/v63_10000.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v63_10000').play()"">ここが分け目だ──<br/>総員、戦形を《双槍騎兵（ドッペルランツェレイター）》へ！</a>",,
e0100,1,2,The Hunters,Ja!,Ja!,猟兵たち,Ｊａ（ヤー）！！,"<audio id=""v999_10000""><source src=""talk/11/v999_10000.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v999_10000').play()"">Ｊａ（ヤー）！！</a>",,
e0100,1,3,Head man,"We won't be defeated! Shine, Falcons of the Sun!","We won't be defeated! Shine, Falcons of<br/>the Sun!",頭目格の男,我らも行くぞ──！ 赫（かがや）け、《太陽の鷹（エル＝アルコン）》の戦翼！,"<audio id=""v69_10000""><source src=""talk/11/v69_10000.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v69_10000').play()"">我らも行くぞ──！<br/>赫（かがや）け、《太陽の鷹（エル＝アルコン）》の戦翼！</a>",,
e0100,1,4,Warriors,Sir!,Sir!,戦士たち,応（ウーラ）！！,"<audio id=""v999_10001""><source src=""talk/11/v999_10001.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v999_10001').play()"">応（ウーラ）！！</a>",,
e0100,1,5,Head man,"Regimental commander of the Eisenschild, Geraint Reigar!","Regimental commander of the Eisenschild,<br/>Geraint Reigar!",頭目格の男,《アイゼンシルト》連隊長、 ゲラント・レイガー殿！,"<audio id=""v69_10001""><source src=""talk/11/v69_10001.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v69_10001').play()"">《アイゼンシルト》連隊長、<br/>ゲラント・レイガー殿！</a>",,
e0100,1,6,Head man,We are open to accepting your offer for a ceasefire! How does a 7:3 split sound?,We are open to accepting your offer for a<br/>ceasefire! How does a 7:3 split sound?,頭目格の男,停戦の申し出を受け入れる！ ７：３ならばどうだ！？,"<audio id=""v69_10002""><source src=""talk/11/v69_10002.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v69_10002').play()"">停戦の申し出を受け入れる！<br/>７：３ならばどうだ！？</a>",,
e0100,1,7,Captain-level man,"Vice Chief of the Warriors of Kruga, Hasan Al-Fayed!","Vice Chief of the Warriors of Kruga,<br/>Hasan Al-Fayed!",隊長格の男,《クルガ戦士団》副頭目、 ハサン・アルファイド殿！,"<audio id=""v63_10001""><source src=""talk/11/v63_10001.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v63_10001').play()"">《クルガ戦士団》副頭目、<br/>ハサン・アルファイド殿！</a>",,
e0100,1,8,Captain-level man,"We will accept no less than 6:4! Fail to accept, and the fighting continues!","We will accept no less than 6:4! Fail to<br/>accept, and the fighting continues!",隊長格の男,６：４が条件だ！ 退かなければ続行する！,"<audio id=""v63_10002""><source src=""talk/11/v63_10002.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v63_10002').play()"">６：４が条件だ！<br/>退かなければ続行する！</a>",,
e0100,1,9,Head man,Very well! 6:4 to us it is!,Very well! 6:4 to us it is!,頭目格の男,──いいだろう！ ６：４で我らの勝利だ！,"<audio id=""v69_10003""><source src=""talk/11/v69_10003.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v69_10003').play()"">──いいだろう！<br/>６：４で我らの勝利だ！</a>",,
e0100,1,10,Head man,Glory to the Kruga! Glory to Arusha!,Glory to the Kruga! Glory to Arusha!,頭目格の男,クルガに焔と翼の女神（アルーシャ）の栄光あれ！！,"<audio id=""v69_10004""><source src=""talk/11/v69_10004.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v69_10004').play()"">クルガに焔と翼の女神（アルーシャ）の栄光あれ！！</a>",,
