gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
m3200,1,1,Dingo,I'll do my best to get in touch with both the police and guild to make arrangements with them.,I'll do my best to get in touch with both the police<br/>and guild to make arrangements with them.,ディンゴ,各方面への連絡と段取りは任せてくれ。,各方面への連絡と段取りは任せてくれ。,,
m3200,1,2,Dingo,"But time's not on our side, so we can't just sit around. Whatever you do, keep Marielle and the kid safe!","But time's not on our side, so we can't just sit around.<br/>Whatever you do, keep Marielle and the kid safe!",ディンゴ,だがこのままでは手遅れになりかねん…… マリエルたちの事、どうか頼んだぞ！,だがこのままでは手遅れになりかねん……<br/>マリエルたちの事、どうか頼んだぞ！,,
m3200,1,3,Dingo,"The police and guild are rushing over as fast as they can, but it's going to take time for them to get here.","The police and guild are rushing over as fast as they<br/>can, but it's going to take time for them to get here.",ディンゴ,ギルドや警察もこちらに急行しているが やはり時間はかかりそうだ。,ギルドや警察もこちらに急行しているが<br/>やはり時間はかかりそうだ。,,
m3200,1,4,Dingo,"I hate to say this, but you guys will have to go on ahead and confront those thugs by yourselves. Good luck!","I hate to say this, but you guys will have to go on<br/>ahead and confront those thugs by yourselves.<br/>Good luck!",ディンゴ,すまないが、お前たちだけでも 先行して突入してくれ！,すまないが、お前たちだけでも<br/>先行して突入してくれ！,,
m3200,2,5,Van,Those goons should be just up ahead.,Those goons should be just up ahead.,ヴァン,連中が向かったのはこの先だな。,連中が向かったのはこの先だな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m3200,2,6,Van,Last thing we need is to get spotted and have more people taken hostage. Better to follow 'em on foot the rest of the way.,Last thing we need is to get spotted and have more<br/>people taken hostage. Better to follow 'em on foot the<br/>rest of the way.,ヴァン,気付かれて人質に取られたら厄介だ。 ここからは歩きで追跡するぞ。,気付かれて人質に取られたら厄介だ。<br/>ここからは歩きで追跡するぞ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m3200,2,7,Van,"We'll hit you up once we find 'em, Dingo. In the meantime, try to contact as many people as you can.","We'll hit you up once we find 'em, Dingo. In the<br/>meantime, try to contact as many people as you can.",ヴァン,発見しだい連絡する──お前は ここで各方面と連絡を取ってくれ。,発見しだい連絡する──お前は<br/>ここで各方面と連絡を取ってくれ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m3200,2,8,Agnes,"Yes, please! Especially the police and guild! We could really use the help!","Yes, please! Especially the police and guild! We could<br/>really use the help!",アニエス,警察とギルド方面への 働きかけをお願いします……！,警察とギルド方面への<br/>働きかけをお願いします……！,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m3200,2,9,Dingo,Right. I'll see if I can get them to come over and provide backup once things are under control in the city.,Right. I'll see if I can get them to come over and<br/>provide backup once things are under control in<br/>the city.,ディンゴ,ああ、乱闘騒ぎが収まりしだい、 応援に来るよう手配する。,ああ、乱闘騒ぎが収まりしだい、<br/>応援に来るよう手配する。,,
m3200,2,10,Dingo,...Take good care of Marielle and the kid in there.,...Take good care of Marielle and the kid in there.,ディンゴ,……マリエルたちを頼む。,……マリエルたちを頼む。,,
m3200,2,11,Ferry,You got it!,You got it!,フェリ,了解ですっ！,了解ですっ！,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
m3200,2,12,Aaron,"Well, what're we waiting for? Let's get to work. The sooner we find the girls, the sooner we can get them out!","Well, what're we waiting for? Let's get to work.<br/>The sooner we find the girls, the sooner we can get<br/>them out!",アーロン,ハッ、とっとと捜し出して サクッと助け出してやるよ！,ハッ、とっとと捜し出して<br/>サクッと助け出してやるよ！,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
m3200,2,13,Lisette,Indeed. Time to start tracking the perpetrators.,Indeed. Time to start tracking the perpetrators.,リゼット,それでは追跡を 開始いたしましょう。,それでは追跡を<br/>開始いたしましょう。,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
m3200,3,14,Van,"For a pretty normal car, those guys sure managed to get it way out into the dunes. Sheesh.","For a pretty normal car, those guys sure managed to<br/>get it way out into the dunes. Sheesh.",ヴァン,しかし、車とはいえ よくこんな砂漠を行きやがるぜ。,しかし、車とはいえ<br/>よくこんな砂漠を行きやがるぜ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m3200,3,15,Van,"Normally, this is about as far as you could go in one. The terrain past here is too rough.","Normally, this is about as far as you could go in one.<br/>The terrain past here is too rough.",ヴァン,このあたりはギリギリ行けるが すぐ車じゃ通れない地形になる筈だ。,このあたりはギリギリ行けるが<br/>すぐ車じゃ通れない地形になる筈だ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m3200,3,16,Ferry,For sure. That's exactly what happened the last time I was here—we couldn't use our vehicles for very long at all.,For sure. That's exactly what happened the last time I<br/>was here—we couldn't use our vehicles for very long<br/>at all.,フェリ,はい……以前来た時も すぐに車が使えなくなりました。,はい……以前来た時も<br/>すぐに車が使えなくなりました。,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
m3200,3,17,Agnes,"And it's not even really a 'normal' car, it's a limousine. You'd think that would do even worse in this kind of environment...","And it's not even really a 'normal' car, it's a limousine.<br/>You'd think that would do even worse in this kind<br/>of environment...",アニエス,どうやらリムジンタイプの車のようですが こんな環境には向いていないでしょうし……,どうやらリムジンタイプの車のようですが<br/>こんな環境には向いていないでしょうし……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m3200,3,18,Lisette,"On a separate note, I can confirm that the both of them are travelers from Oración to the northeast.","On a separate note, I can confirm that the both of<br/>them are travelers from Oración to the northeast.",リゼット,ちなみに２人とも北東のオラシオン市の 旅行者であるのは確かなようです。,ちなみに２人とも北東のオラシオン市の<br/>旅行者であるのは確かなようです。,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
