gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
l1100,1,1,Ferry,Whoa! We're going so fast!,Whoa! We're going so fast!,フェリ,わぁ～、速いですね！,わぁ～、速いですね！,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
l1100,1,2,Agnes,"The dial says 1,200 selge per hour—that's even faster than when we drove to Creil.","The dial says 1,200 selge per hour—that's even faster<br/>than when we drove to Creil.",アニエス,時速１２００ＣＥ（セルジュ）……クレイユ村に 行った時よりも速度が出ていますね。,時速１２００ＣＥ（セルジュ）……クレイユ村に<br/>行った時よりも速度が出ていますね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
l1100,1,3,Van,Should be in before noon at this rate.,Should be in before noon at this rate.,ヴァン,ま、これなら昼前に着けるだろう。,ま、これなら昼前に着けるだろう。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
l1100,1,4,Van,"Ahh... Nothin' beats a ride on the expressway. Calvardian infrastructure, baby.","Ahh... Nothin' beats a ride on the expressway.<br/>Calvardian infrastructure, baby.",ヴァン,流石は高速道路（アウトバーン）、 共和国ならではのインフラだぜ。,流石は高速道路（アウトバーン）、<br/>共和国ならではのインフラだぜ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
l1100,1,5,Ferry,"Calvard really is amazing, isn't it?","Calvard really is amazing, isn't it?",フェリ,うーん、 やっぱりカルバードは大国ですねぇ。,うーん、<br/>やっぱりカルバードは大国ですねぇ。,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
l1100,1,6,Agnes,"Granted, not all of our roads are this robust. Expressways are reserved for select routes between the three major cities.","Granted, not all of our roads are this robust.<br/>Expressways are reserved for select routes between the<br/>three major cities.",アニエス,まあ、高速道路が整備されているのは 三大都市や一部の都市間だけですけど……,まあ、高速道路が整備されているのは<br/>三大都市や一部の都市間だけですけど……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
l1100,1,7,Van,Everywhere else is still plain ol' highways.,Everywhere else is still plain ol' highways.,ヴァン,ああ、それ以外はこの前の 国道と大して変わらねぇな。,ああ、それ以外はこの前の<br/>国道と大して変わらねぇな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
l1100,1,8,Van,"Can't complain too much, though. The government maintains our roads better than most.","Can't complain too much, though. The government<br/>maintains our roads better than most.",ヴァン,それでも他の国より 整備されているのは確かだが。,それでも他の国より<br/>整備されているのは確かだが。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
l1100,1,9,Van,"So, this gonna be you two's first time in Langport?","So, this gonna be you two's first time in Langport?",ヴァン,今のうちに聞いておくが、 お前ら、ラングポートは初めてか？,今のうちに聞いておくが、<br/>お前ら、ラングポートは初めてか？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
l1100,1,10,Ferry,It is for me.,It is for me.,フェリ,はい、初めてです。,はい、初めてです。,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
l1100,1,11,Agnes,"I've been before, but just as an average tourist.","I've been before, but just as an average tourist.",アニエス,私は昔行ったことはありますが、 本当に観光レベルで……,私は昔行ったことはありますが、<br/>本当に観光レベルで……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
l1100,1,12,Agnes,It really is a wonderful place.,It really is a wonderful place.,アニエス,とっても賑やかだった記憶があります。,とっても賑やかだった記憶があります。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
l1100,1,13,Agnes,I've always wanted to visit again with my family someday...,I've always wanted to visit again with my<br/>family someday...,アニエス,また家族と一緒に来られたらと 思ってたんですけど………,また家族と一緒に来られたらと<br/>思ってたんですけど………,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
l1100,1,14,Van,"Roughly speaking, the city's split into two parts: New Town and the Eastern Quarter.","Roughly speaking, the city's split into two parts:<br/>New Town and the Eastern Quarter.",ヴァン,──大雑把に説明するとラングポートは 新市街と東方人街の２つに大きく分かれる。,──大雑把に説明するとラングポートは<br/>新市街と東方人街の２つに大きく分かれる。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
l1100,1,15,Van,"For the sake of convenience, our hotel's in the Eastern Quarter.","For the sake of convenience, our hotel's in the<br/>Eastern Quarter.",ヴァン,今回の依頼の性質上、東方人街の方に宿を取る。 その方が動きやすいからな。,今回の依頼の性質上、東方人街の方に宿を取る。<br/>その方が動きやすいからな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
l1100,1,16,Agnes,We stayed in New Town when I was there.,We stayed in New Town when I was there.,アニエス,以前私が泊まったのは新市街のホテルですから、 違う所になりますね。,以前私が泊まったのは新市街のホテルですから、<br/>違う所になりますね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
l1100,1,17,Van,"Given our client this time, figured this would be easier.","Given our client this time, figured this would<br/>be easier.",ヴァン,ああ、どっちでもいいんだが その街ならではの足場の方がベターだ。,ああ、どっちでもいいんだが<br/>その街ならではの足場の方がベターだ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
l1100,1,18,Van,"Not like I got the mira to afford a fancy New Town hotel, anyway.","Not like I got the mira to afford a fancy New Town<br/>hotel, anyway.",ヴァン,ま、経費以外で新市街の高級ホテルに 泊まれる余裕がないっつーのもあるが。,ま、経費以外で新市街の高級ホテルに<br/>泊まれる余裕がないっつーのもあるが。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
l1100,1,19,Van,Plan is to have the hotel be our home base while we knock out some jobs in town. 'Bout the same as usual.,Plan is to have the hotel be our home base while we<br/>knock out some jobs in town. 'Bout the same as usual.,ヴァン,とにかく宿を足がかりに各街区を回りつつ “依頼”に対応する──今まで通りにな。,とにかく宿を足がかりに各街区を回りつつ<br/>“依頼”に対応する──今まで通りにな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
l1100,1,20,Ferry,"And while we're doing that, we gather information!","And while we're doing that, we gather information!",フェリ,それで情報を集めるんですね！,それで情報を集めるんですね！,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
l1100,1,21,Van,"Spot on, kiddo. Now you're gettin' it.","Spot on, kiddo. Now you're gettin' it.",ヴァン,そうだ。 分かってきたじゃねえか。,そうだ。<br/>分かってきたじゃねえか。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
l1100,1,22,Van,"Oh, right. Another thing...","Oh, right. Another thing...",ヴァン,ただ………,ただ………,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
l1100,1,23,Van,"Apparently the head of the Lu family, the house that Cao is affiliated with, wants to meet us in person.","Apparently the head of the Lu family, the house that<br/>Cao is affiliated with, wants to meet us in person.",ヴァン,それとは別に──ツァオの主家筋にあたる ルウ家の当主が会って挨拶したいらしい。,それとは別に──ツァオの主家筋にあたる<br/>ルウ家の当主が会って挨拶したいらしい。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
l1100,1,24,Ferry,Someone even more important than the purple guy from yesterday?,Someone even more important than the purple guy<br/>from yesterday?,フェリ,昨日会ったあの人よりも偉い人ですか！？,昨日会ったあの人よりも偉い人ですか！？,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
l1100,1,25,Van,Yeah. He's a rising star in the ranks of Heiyue.,Yeah. He's a rising star in the ranks of Heiyue.,ヴァン,ああ、黒月の重鎮の一人だろ。,ああ、黒月の重鎮の一人だろ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
l1100,1,26,Van,"Usually, I'd steer clear of guys like him...","Usually, I'd steer clear of guys like him...",ヴァン,そういうお偉いさんとは 正直あまり関わりたくはねえんだが……,そういうお偉いさんとは<br/>正直あまり関わりたくはねえんだが……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
l1100,1,27,Van,"...but if we gotta meet up, may as well try to squeeze him for info.","...but if we gotta meet up, may as well try to squeeze<br/>him for info.",ヴァン,ま、精々情報を引き出させてもらうか。,ま、精々情報を引き出させてもらうか。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
l1100,1,28,Van,Here's hopin' he's a bit of a senile old coot.,Here's hopin' he's a bit of a senile old coot.,ヴァン,そういう意味では、 適度にボケた耄碌（もうろく）ジジイだと助かるぜ。,そういう意味では、<br/>適度にボケた耄碌（もうろく）ジジイだと助かるぜ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
l1100,1,29,Agnes,"Oh, Van... *sigh*","Oh, Van... *sigh*",アニエス,ヴァンさん、言い方……,ヴァンさん、言い方……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
l1100,1,30,Van,Back on topic. We're only in Langport for today and tomorrow.,Back on topic. We're only in Langport for today<br/>and tomorrow.,ヴァン,──話を戻すが、 今回の依頼は今日と明日の２日間だ。,──話を戻すが、<br/>今回の依頼は今日と明日の２日間だ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
