gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
e0710,1,1,Agnes,Renne! Renne!,Renne! Renne!,アニエス,先輩……！　レン先輩……！,"<audio id=""v01_60053""><source src=""talk/11/v01_60053.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_60053').play()"">先輩……！　レン先輩……！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
e0710,1,2,Ren,"Cross... Help me, Cross...","Cross... Help me, Cross...",レン,……クロス、助けてよクロス……,"<audio id=""v13_60015""><source src=""talk/11/v13_60015.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_60015').play()"">……クロス、助けてよクロス……</a>",,
e0710,1,3,Ren,Thank you very much I'm very happy I hope you enjoyed yourself please come again.,Thank you very much I'm very happy I hope you<br/>enjoyed yourself please come again.,レン,ありがとうございますウレシイですタノしんで もらえましたかマタいらしてください……,"<audio id=""v13_60016""><source src=""talk/11/v13_60016.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_60016').play()"">ありがとうございますウレシイですタノしんで<br/>もらえましたかマタいらしてください……</a>",,
e0710,1,4,Ren,Mama... Papa... Where are you...?,Mama... Papa... Where are you...?,レン,どこ……パパ……ママ……,"<audio id=""v13_60017""><source src=""talk/11/v13_60017.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_60017').play()"">どこ……パパ……ママ……</a>",,
e0710,1,5,Ren,Lo... Josh... Est... Ti...,Lo... Josh... Est... Ti...,レン,レー………ヨシュ……… ………エス………ティ…………,"<audio id=""v13_60018""><source src=""talk/11/v13_60018.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_60018').play()"">レー………ヨシュ………<br/>………エス………ティ…………</a>",,
e0710,1,6,Ren,Why? Why can't I remember...?,Why? Why can't I remember...?,レン,ドウして……ナンデ思い出せ………,"<audio id=""v13_60019""><source src=""talk/11/v13_60019.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_60019').play()"">ドウして……ナンデ思い出せ………</a>",,
e0710,1,7,Agnes,...,...,アニエス,っ……,"<audio id=""v01_60054""><source src=""talk/11/v01_60054.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_60054').play()"">っ……</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
e0710,1,8,Agnes,"Their names are Estelle, Joshua, Tita, and Loewe!","Their names are Estelle, Joshua, Tita, and Loewe!",アニエス,──エステルさんにヨシュアさん、 ティータさんにレーヴェさんでしょう！？,"<audio id=""v01_60055""><source src=""talk/11/v01_60055.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_60055').play()"">──エステルさんにヨシュアさん、<br/>ティータさんにレーヴェさんでしょう！？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
e0710,1,9,Agnes,"You have to come back to us, Renne! Please—we're here for you!","You have to come back to us, Renne!<br/>Please—we're here for you!",アニエス,戻ってきてくださいレン先輩！ まずは私たちのところに──！！,"<audio id=""v01_60056""><source src=""talk/11/v01_60056.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_60056').play()"">戻ってきてくださいレン先輩！<br/>まずは私たちのところに──！！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
e0710,1,10,Ren,...,...,レン,………ぁ……………,"<audio id=""v13_60020""><source src=""talk/11/v13_60020.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_60020').play()"">………ぁ……………</a>",,
e0710,1,11,Ren,"Oh, how foolish... I let it get the better of me.","Oh, how foolish... I let it get the better of me.",レン,いけないいけない…… ……つい持ってかれてたわ……,"<audio id=""v13_60021""><source src=""talk/11/v13_60021.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_60021').play()"">いけないいけない……<br/>……つい持ってかれてたわ……</a>",,
e0710,1,12,Ren,I wonder...if these spheres...,I wonder...if these spheres...,レン,なるほど……この魔球はもしかして……,"<audio id=""v13_60022""><source src=""talk/11/v13_60022.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_60022').play()"">なるほど……この魔球はもしかして……</a>",,
e0710,1,13,Agnes,Renne!,Renne!,アニエス,レン先輩……！,"<audio id=""v01_60057""><source src=""talk/11/v01_60057.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_60057').play()"">レン先輩……！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
e0710,1,14,Ren,"Agnès, no! Get back!","Agnès, no! Get back!",レン,いけないアニエス── 下がりなさい……！,"<audio id=""v13_60023""><source src=""talk/11/v13_60023.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_60023').play()"">いけないアニエス──<br/>下がりなさい……！</a>",,
e0710,1,15,Ren,Argh!,Argh!,レン,あうっ……,"<audio id=""v13_60024""><source src=""talk/11/v13_60024.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_60024').play()"">あうっ……</a>",,
e0710,1,16,Agnes,Aaah!,Aaah!,アニエス,きゃああっ……,"<audio id=""v01_60058""><source src=""talk/11/v01_60058.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_60058').play()"">きゃああっ……</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
e0710,1,17,Ren,"You have to stay away, Agnès! Right now it's focused on me!","You have to stay away, Agnès! Right now it's focused<br/>on me!",レン,は、離れなさいアニエス…… こいつの興味は私に移った……,"<audio id=""v13_60025""><source src=""talk/11/v13_60025.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_60025').play()"">は、離れなさいアニエス……<br/>こいつの興味は私に移った……</a>",,
e0710,1,18,Ren,I'll try and hold out until help comes!,I'll try and hold out until help comes!,レン,何とか凌げばそのうち助けが……,"<audio id=""v13_60026""><source src=""talk/11/v13_60026.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_60026').play()"">何とか凌げばそのうち助けが……</a>",,
e0710,1,19,Agnes,I... I won't! I want to keep those I care about safe by my own hand!,I... I won't! I want to keep those I care about safe by<br/>my own hand!,アニエス,で、できませんっ……！ 大切な人はこの手で守りたいんです！,"<audio id=""v01_60059""><source src=""talk/11/v01_60059.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_60059').play()"">で、できませんっ……！<br/>大切な人はこの手で守りたいんです！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
