gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
m2200,1,1,Ferry,Over there!,Over there!,フェリ,あれは……！,あれは……！,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
m2200,1,2,Agnes,Looks like pieces of those mechanical monsters we met in the fog last night.,Looks like pieces of those mechanical monsters we<br/>met in the fog last night.,アニエス,霧の中にいた機械の魔獣……,霧の中にいた機械の魔獣……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m2200,1,3,Ferry,"Judging by the way they were destroyed, we must be in the right place.","Judging by the way they were destroyed, we must be<br/>in the right place.",フェリ,徹底的に切り刻まれてます…… ……やっぱりあの人ですね。,徹底的に切り刻まれてます……<br/>……やっぱりあの人ですね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
m2200,1,4,Van,"Yeah. These are freshly minced, too.","Yeah. These are freshly minced, too.",ヴァン,ああ、見たところ それほど時間も経ってねえ。,ああ、見たところ<br/>それほど時間も経ってねえ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m2200,1,5,Van,"Much as I'd like to call for backup, 'fraid we don't got the time.","Much as I'd like to call for backup, 'fraid we don't got<br/>the time.",ヴァン,応援を呼ぶのもアリだったが 急いだ方がいいだろう。,応援を呼ぶのもアリだったが<br/>急いだ方がいいだろう。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m2200,1,6,Van,"Seein' a lot of bots, but no goons. They gotta be deeper in with Aaron.","Seein' a lot of bots, but no goons. They gotta be<br/>deeper in with Aaron.",ヴァン,見たところ半グレはいねぇが ガラクタやらが彷徨いている。,見たところ半グレはいねぇが<br/>ガラクタやらが彷徨いている。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m2200,1,7,Van,Remember to stay on your toes in here. There may be some surprises waitin' for us.,Remember to stay on your toes in here. There may be<br/>some surprises waitin' for us.,ヴァン,思った以上に広そうだし 慎重に奥へ向かうぞ。,思った以上に広そうだし<br/>慎重に奥へ向かうぞ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m2200,1,8,Ferry,Roger!,Roger!,フェリ,了解（ウーラ）。,了解（ウーラ）。,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
m2200,1,9,Agnes,Let's find Aaron before it's too late!,Let's find Aaron before it's too late!,アニエス,何とかアーロンさんに 追いつきましょう……！,何とかアーロンさんに<br/>追いつきましょう……！,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m2200,2,10,Semi-Gray,M-Mercy!,M-Mercy!,半グレ,か、勘弁してくれ！,か、勘弁してくれ！,,
m2200,2,11,Semi-Gray,Let us go and you'll never see us again! We'll quit the mafia life for good! I swear!,Let us go and you'll never see us again! We'll quit the<br/>mafia life for good! I swear!,半グレ,もうこの街から手を引く！ マフィアとも手を切るから、許してくれ！,もうこの街から手を引く！<br/>マフィアとも手を切るから、許してくれ！,,
m2200,2,12,Aaron,Mercy?,Mercy?,アーロン,………許す…………？,"<audio id=""v03_20058""><source src=""talk/11/v03_20058.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20058').play()"">………許す…………？</a>",,
m2200,2,13,Aaron,You murder my friends and then have the stones to ask for mercy?,You murder my friends and then have the stones to<br/>ask for mercy?,アーロン,セイやホアンたちをあんな風</B>にした お前らをか……？,"<audio id=""v03_20059""><source src=""talk/11/v03_20059.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20059').play()"">セイやホアンたちをあんな風</B>にした<br/>お前らをか……？</a>",,
