gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
m6110,1,1,Ferry,"Okay, this labyrinth is WAY bigger than I expected.","Okay, this labyrinth is WAY bigger than I expected.",フェリ,オラシオンの地下遺構…… かなりの空間が広がってるみたいです。,オラシオンの地下遺構……<br/>かなりの空間が広がってるみたいです。,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
m6110,1,2,Judith,For real. And this is just the upper floor...,For real. And this is just the upper floor...,ジュディス,ええ、さっき“上層”とか言ってたし。,ええ、さっき“上層”とか言ってたし。,,"<img class=""itp-kuro"" src=""itp/11/avfc5007_out.webp""/>"
m6110,1,3,Lisette,I surmise this place was once an underground waterway—likely constructed during the Dark and Middle Ages.,I surmise this place was once an underground<br/>waterway—likely constructed during the Dark and<br/>Middle Ages.,リゼット,どうやら暗黒時代から中世にかけて 建造された地下水路のようですが……,どうやら暗黒時代から中世にかけて<br/>建造された地下水路のようですが……,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
m6110,1,4,Agnes,It might've been used as an escape route from the palace back then.,It might've been used as an escape route from the<br/>palace back then.,アニエス,……多分、王宮からの脱出路としても 使われていたんじゃないかと思います。,……多分、王宮からの脱出路としても<br/>使われていたんじゃないかと思います。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m6110,1,5,Aaron,"Yeah, probably.","Yeah, probably.",アーロン,ハン、いかにもありそうだな。,ハン、いかにもありそうだな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
m6110,1,6,Gerard,All of the players have now entered through their designated doors. Very good.,All of the players have now entered through their<br/>designated doors. Very good.,ジェラール,さて──そろそろ全員、 ゲームの“領域”に入ったようだな？,"<audio id=""v37_50050""><source src=""talk/11/v37_50050.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v37_50050').play()"">さて──そろそろ全員、<br/>ゲームの“領域”に入ったようだな？</a>",,
m6110,1,7,Van,Dantès!,Dantès!,ヴァン,ジェラール……！,ジェラール……！,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m6110,1,8,Quatre,He's using a projection.,He's using a projection.,カトル,あ、あの映像は……,あ、あの映像は……,,"<img class=""itp-kuro"" src=""itp/11/avfc0004_out.webp""/>"
m6110,1,9,Lisette,"Indeed. And a shard-based one, by the looks of it.","Indeed. And a shard-based one, by the looks of it.",リゼット,シャードを利用した遠隔投影…… ザイファ規格による最新技術ですね。,シャードを利用した遠隔投影……<br/>ザイファ規格による最新技術ですね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
m6110,1,10,Gerard,I just confirmed that all participating parties have completed the game's registration process.,I just confirmed that all participating parties have<br/>completed the game's registration process.,ジェラール,先ほど、この地に集まった全ての勢力が ゲームへの参加登録を行ったのを確認した。,"<audio id=""v37_50051""><source src=""talk/11/v37_50051.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v37_50051').play()"">先ほど、この地に集まった全ての勢力が<br/>ゲームへの参加登録を行ったのを確認した。</a>",,
m6110,1,11,Gerard,I would like to extend a warm welcome to each and every team here—all nineteen of you.,I would like to extend a warm welcome to each and<br/>every team here—all nineteen of you.,ジェラール,全１９チーム── 此度の“祭り”の主宰（ホスト）として歓迎しよう。,"<audio id=""v37_50052""><source src=""talk/11/v37_50052.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v37_50052').play()"">全１９チーム──<br/>此度の“祭り”の主宰（ホスト）として歓迎しよう。</a>",,
m6110,1,12,Agnes,That's a higher number than I expected.,That's a higher number than I expected.,アニエス,１９チーム…… 聞いていた勢力数より多くなってますね。,１９チーム……<br/>聞いていた勢力数より多くなってますね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
