gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
e0220,1,1,Aaron,The hell is this...? Am I...in my own head?,The hell is this...? Am I...in my own head?,アーロン,コイツは……… 大君……いや“俺自身”の中か………,"<audio id=""v03_20140""><source src=""talk/11/v03_20140.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20140').play()"">コイツは………<br/>大君……いや“俺自身”の中か………</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
e0220,1,2,Aaron,This must be the haze that's been hanging over me...,This must be the haze that's been hanging over me...,アーロン,ガキの頃から感じてた“昏い穴”………,"<audio id=""v03_20141""><source src=""talk/11/v03_20141.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20141').play()"">ガキの頃から感じてた“昏い穴”………</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
e0220,1,3,Emperor,HOW DARE YOU OBSTRUCT OUR DESTINY...,HOW DARE YOU OBSTRUCT<br/>OUR DESTINY...,大君,……許サヌ……我ノ使命………阻マント…………,"<audio id=""v40_20004""><source src=""talk/11/v40_20004.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v40_20004').play()"">……許サヌ……我ノ使命………阻マント…………</a>",,
e0220,1,4,Emperor,HEIYUE... YIN... THE...TIME...,HEIYUE... YIN... THE...TIME...,大君,黒月（へいゆえ）………銀（いん）………刻ノ……………,"<audio id=""v40_20005""><source src=""talk/11/v40_20005.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v40_20005').play()"">黒月（へいゆえ）………銀（いん）………刻ノ……………</a>",,
e0220,1,5,Aaron,I can feel your pain—how bad it felt to give your all for Langport just to get stabbed in the back.,I can feel your pain—how bad it felt to give your all<br/>for Langport just to get stabbed in the back.,アーロン,……“アンタ”も色々あったんだろうな。 煌都を愛し、尽くして、それでも裏切られて……,"<audio id=""v03_20142""><source src=""talk/11/v03_20142.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20142').play()"">……“アンタ”も色々あったんだろうな。<br/>煌都を愛し、尽くして、それでも裏切られて……</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
e0220,1,6,Aaron,But that doesn't mean I'm about to let you destroy the place I call home.,But that doesn't mean I'm about to let you destroy the<br/>place I call home.,アーロン,だが俺は──今の煌都を アンタに滅ぼさせるわけにはいかねぇ。,"<audio id=""v03_20143""><source src=""talk/11/v03_20143.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20143').play()"">だが俺は──今の煌都を<br/>アンタに滅ぼさせるわけにはいかねぇ。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
e0220,1,7,Aaron,So let's settle this—one on one!,So let's settle this—one on one!,アーロン,ケリを付けようじゃねぇか、一対一（タイマン）でな！！,"<audio id=""v03_20144""><source src=""talk/11/v03_20144.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20144').play()"">ケリを付けようじゃねぇか、一対一（タイマン）でな！！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
e0220,1,8,Emperor,YOU WILL BE THE NEXT TYRANT...,YOU WILL BE THE NEXT TYRANT...,大君,あーろん………うぇい…… ……“我”ヲ継ギシ……当代ヨ………,"<audio id=""v40_20006""><source src=""talk/11/v40_20006.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v40_20006').play()"">あーろん………うぇい……<br/>……“我”ヲ継ギシ……当代ヨ………</a>",,
e0220,1,9,Emperor,ACCEPT YOUR DESTINY AND RULE THIS LAND...!,ACCEPT YOUR DESTINY AND RULE THIS<br/>LAND...!,大君,宿星（サダメ）ヲ受ケ入レ── ──煌都ニ“裁キ”ヲ────！！,"<audio id=""v40_20007""><source src=""talk/11/v40_20007.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v40_20007').play()"">宿星（サダメ）ヲ受ケ入レ──<br/>──煌都ニ“裁キ”ヲ────！！</a>",,
e0220,1,10,Aaron,Hyaaaaa!,Hyaaaaa!,アーロン,ッッおおおおおおおおおおッ──！！！,"<audio id=""v03_20145""><source src=""talk/11/v03_20145.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_20145').play()"">ッッおおおおおおおおおおッ──！！！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
