gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
m0000,1,1,Inspector Daswani,"We haven't yet found records of the dirt Giacomo had on people among his belongings, so those are still out there somewhere.","We haven't yet found records of the dirt Giacomo<br/>had on people among his belongings, so those are still<br/>out there somewhere.",ダスワニ警部,ジャコモの遺留品から見つからなかった以上、 未だに“ネタ”は複数隠されているはずだ。,ジャコモの遺留品から見つからなかった以上、<br/>未だに“ネタ”は複数隠されているはずだ。,,
m0000,1,2,Inspector Daswani,"I would rather that code have not ended up in your hands in the first place, but I appreciate your cooperation all the same.","I would rather that code have not ended up in your<br/>hands in the first place, but I appreciate your<br/>cooperation all the same.",ダスワニ警部,結果的に、あの暗号をお前達に 知られてしまったのは癪だが……,結果的に、あの暗号をお前達に<br/>知られてしまったのは癪だが……,,
m0000,1,3,Inspector Daswani,I hope you continue to be this cooperative with us in the future—and we don't end up having to put you behind bars.,I hope you continue to be this cooperative with us in<br/>the future—and we don't end up having to put you<br/>behind bars.,ダスワニ警部,捜査協力に感謝するぞ。 引き続き協力的である事を祈らせてもらおう。,捜査協力に感謝するぞ。<br/>引き続き協力的である事を祈らせてもらおう。,,
m0000,1,4,Inspector Daswani,"You called yourselves 'Arkride Solutions,' if I recall?","You called yourselves 'Arkride Solutions,' if I recall?",ダスワニ警部,お前たちは確か《アークライド解決事務所》 とか言ったな。,お前たちは確か《アークライド解決事務所》<br/>とか言ったな。,,
m0000,1,5,Inspector Daswani,"I swear, you couldn't be more suspicious if you tried...","I swear, you couldn't be more suspicious if you tried...",ダスワニ警部,先日の一件といい、 胡散臭い事この上ないが……,先日の一件といい、<br/>胡散臭い事この上ないが……,,
m0000,1,6,Inspector Daswani,"...but if you insist that you're worthy of even a fragment of our trust, go ahead and prove it.","...but if you insist that you're worthy of even a<br/>fragment of our trust, go ahead and prove it.",ダスワニ警部,自信に足るだけの腕があるか 見せてもらおうじゃないか。,自信に足るだけの腕があるか<br/>見せてもらおうじゃないか。,,
m0000,2,7,Agnes,I had no idea this was what it looked like under the city...,I had no idea this was what it looked like under<br/>the city...,アニエス,地下鉄の内部空間…… こんな風になっているんですね。,地下鉄の内部空間……<br/>こんな風になっているんですね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0000,2,8,Agnes,It feels almost surreal to be here.,It feels almost surreal to be here.,アニエス,ちょっと新鮮です。,ちょっと新鮮です。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0000,2,9,Van,"Don't think most people have any reason to come, so yeah.","Don't think most people have any reason to come,<br/>so yeah.",ヴァン,ま、普通に暮らしてる分には 縁がない場所だろうからな。,ま、普通に暮らしてる分には<br/>縁がない場所だろうからな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,2,10,Van,"Looks like I'm gonna have to take back what I said, though.","Looks like I'm gonna have to take back what I<br/>said, though.",ヴァン,──それより、前言撤回だ。,──それより、前言撤回だ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,2,11,Van,Go hang around the stalls outside or something while I take care of things in here.,Go hang around the stalls outside or something while<br/>I take care of things in here.,ヴァン,あんたは引き返して、 屋台かなんかで時間を潰してくれ。,あんたは引き返して、<br/>屋台かなんかで時間を潰してくれ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,2,12,Agnes,Why?,Why?,アニエス,え……？,え……？,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0000,2,13,Agnes,...!,...!,アニエス,……！,……！,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0000,2,14,Van,There's why. You can find monsters even in the city—just gotta look under it.,There's why. You can find monsters even in the<br/>city—just gotta look under it.,ヴァン,いわゆる魔獣だな。 首都でも地下エリアには棲息している。,いわゆる魔獣だな。<br/>首都でも地下エリアには棲息している。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,2,15,Van,"Though last I heard, the guild would periodically come and do some spring cleaning...","Though last I heard, the guild would periodically<br/>come and do some spring cleaning...",ヴァン,このあたりはギルドの連中が 定期的に掃討していた筈だが……,このあたりはギルドの連中が<br/>定期的に掃討していた筈だが……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,2,16,Van,"Just saying, this is no place for a student. Leave this part to me.","Just saying, this is no place for a student. Leave this<br/>part to me.",ヴァン,お嬢さんをエスコートできる場所じゃねえ。 俺だけでオッサンの尻尾を掴んでくるぜ。,お嬢さんをエスコートできる場所じゃねえ。<br/>俺だけでオッサンの尻尾を掴んでくるぜ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,2,17,Agnes,Don't say that...,Don't say that...,アニエス,ヴァンさん……,ヴァンさん……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0000,2,18,Agnes,"I knew this job wasn't going to be without danger from the start, so I came prepared for it.","I knew this job wasn't going to be without danger<br/>from the start, so I came prepared for it.",アニエス,……この依頼をお願いするにあたって 私もそれなりに覚悟してきました。,……この依頼をお願いするにあたって<br/>私もそれなりに覚悟してきました。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0000,2,19,Agnes,"So please, won't you take me with you? I won't get in your way. I promise.","So please, won't you take me with you? I won't get in<br/>your way. I promise.",アニエス,足手まといにならないよう努力しますから 連れて行っていただけないでしょうか？,足手まといにならないよう努力しますから<br/>連れて行っていただけないでしょうか？,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0000,2,20,Van,Huh?,Huh?,ヴァン,はあ……？,はあ……？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,2,21,Van,"You do know we're not going on a picnic, right?","You do know we're not going on a picnic, right?",ヴァン,おいおい、ピクニックに 行くってわけじゃねえんだぞ？,おいおい、ピクニックに<br/>行くってわけじゃねえんだぞ？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,2,22,Van,"I know you got a Xipha, but you're gonna need more than that in a fight.","I know you got a Xipha, but you're gonna need more<br/>than that in a fight.",ヴァン,いくら最新式（ザイファ）が使えたところで 魔獣相手の切った張ったまでは──,いくら最新式（ザイファ）が使えたところで<br/>魔獣相手の切った張ったまでは──,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,2,23,Agnes,"I didn't come with just a combat orbment. I have this, too.","I didn't come with just a combat orbment. I have<br/>this, too.",アニエス,戦術導力器（オーブメント）だけじゃありません。 ……一応、こちらも持ってきました。,戦術導力器（オーブメント）だけじゃありません。<br/>……一応、こちらも持ってきました。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0000,2,24,Van,Whoa.,Whoa.,ヴァン,そいつは……,そいつは……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,2,25,Agnes,It's the orbal staff I chose to learn for self-defense lessons through the academy.,It's the orbal staff I chose to learn for self-defense<br/>lessons through the academy.,アニエス,学校の選択科目で履修している 護身術用の導力杖（オーバルスタッフ）です。,学校の選択科目で履修している<br/>護身術用の導力杖（オーバルスタッフ）です。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0000,2,26,Agnes,I have experience fighting mock battles with it and using healing arts. I really do think I can do more good than harm.,I have experience fighting mock battles with it and<br/>using healing arts. I really do think I can do more<br/>good than harm.,アニエス,模擬戦の経験もありますし、回復術も使えるので 最低限のお手伝いはさせてください。,模擬戦の経験もありますし、回復術も使えるので<br/>最低限のお手伝いはさせてください。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0000,2,27,Van,Mmgh...,Mmgh...,ヴァン,～～っ～～～……,～～っ～～～……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,2,28,Van,"Fine. We're short on time, so let's just get movin'.","Fine. We're short on time, so let's just get movin'.",ヴァン,まあいい、時間が惜しい。 とっとと行くぞ。,まあいい、時間が惜しい。<br/>とっとと行くぞ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,2,29,Van,"But if I think you ARE leanin' on harm, you agree to get out of here. We clear?","But if I think you ARE leanin' on harm, you agree to<br/>get out of here. We clear?",ヴァン,ただし足手まといと判断したら 即座に引き返してもらう。,ただし足手まといと判断したら<br/>即座に引き返してもらう。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,2,30,Van,"It's my job to make sure my client's safe, and I don't skimp on quality.","It's my job to make sure my client's safe, and I don't<br/>skimp on quality.",ヴァン,依頼人（クライアント）の安全確保のためだ。 それでいいな？,依頼人（クライアント）の安全確保のためだ。<br/>それでいいな？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,2,31,Agnes,I understand! Thank you!,I understand! Thank you!,アニエス,……はいっ！ どうかよろしくお願いします！,……はいっ！<br/>どうかよろしくお願いします！,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0000,3,32,Van,...,...,ヴァン,………………………………,………………………………,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,3,33,Agnes,Do you think these are Giacomo's footprints?,Do you think these are Giacomo's footprints?,アニエス,これ…… あのジャコモさんの足跡ですか？,これ……<br/>あのジャコモさんの足跡ですか？,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0000,3,34,Van,"Yeah. Fresh as a few minutes ago, I'd wager.","Yeah. Fresh as a few minutes ago, I'd wager.",ヴァン,ああ、付いたばかりのもんだ。 数分前に通り過ぎたんだろう。,ああ、付いたばかりのもんだ。<br/>数分前に通り過ぎたんだろう。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,3,35,Van,Which doesn't make sense.,Which doesn't make sense.,ヴァン,だとすると──妙だな。,だとすると──妙だな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,3,36,Agnes,"...No. No, it doesn't.","...No. No, it doesn't.",アニエス,あ……そういえば。,あ……そういえば。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0000,3,37,Agnes,"With all the monsters we've encountered along the way, he must have encountered some, too.","With all the monsters we've encountered along the<br/>way, he must have encountered some, too.",アニエス,それなりに魔獣もいましたし、 簡単には通れなさそうですよね。,それなりに魔獣もいましたし、<br/>簡単には通れなさそうですよね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0000,3,38,Van,"Yeah. I didn't hear any gunshots either, so he had to've slipped past them all unnoticed.","Yeah. I didn't hear any gunshots either, so he had<br/>to've slipped past them all unnoticed.",ヴァン,ああ、銃声なんかも聞こえないし 完全に躱しながら進んでやがる。,ああ、銃声なんかも聞こえないし<br/>完全に躱しながら進んでやがる。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,3,39,Van,And there's only one way he could've done that.,And there's only one way he could've done that.,ヴァン,考えられるとしたら………,考えられるとしたら………,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,3,40,Agnes,What's that?,What's that?,アニエス,……？ 何か心当たりでも？,……？<br/>何か心当たりでも？,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0000,3,41,Van,Don't worry about it. Just somethin' I learned about in the past.,Don't worry about it. Just somethin' I learned about<br/>in the past.,ヴァン,いや、裏技めいたネタが一つな。,いや、裏技めいたネタが一つな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,3,42,Van,"Anyway, we're almost at his hideout. Stay on guard.","Anyway, we're almost at his hideout. Stay on guard.",ヴァン,どのみちそろそろ野郎のヤサだ。 慎重に進むぞ。,どのみちそろそろ野郎のヤサだ。<br/>慎重に進むぞ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m0000,3,43,Agnes,Will do!,Will do!,アニエス,はいっ……！,はいっ……！,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m0000,4,44,,Meanwhile...,Meanwhile...,,その頃──,その頃──,,
m0000,4,45,???,Ugh...,Ugh...,？？？,ふううっ……,"<audio id=""v55_00010""><source src=""talk/11/v55_00010.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v55_00010').play()"">ふううっ……</a>",,
m0000,4,46,Giacomo,"This thing's good shit, but it wears you out like nothin' else.","This thing's good shit, but it wears you out like<br/>nothin' else.",ジャコモ,ったく、便利なのはいいが 疲れやすいのが難点だな。,"<audio id=""v55_00011""><source src=""talk/11/v55_00011.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v55_00011').play()"">ったく、便利なのはいいが<br/>疲れやすいのが難点だな。</a>",,
m0000,4,47,Giacomo,Real big upgrade between the fourth and fifth-gen orbments right here. I can see why the army liked it so much.,Real big upgrade between the fourth and fifth-gen<br/>orbments right here. I can see why the army liked it<br/>so much.,ジャコモ,まあ腐っても第五世代…… 軍の虎の子だっただけはある。,"<audio id=""v55_00012""><source src=""talk/11/v55_00012.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v55_00012').play()"">まあ腐っても第五世代……<br/>軍の虎の子だっただけはある。</a>",,
m0000,4,48,Giacomo,Was worth extorting it out of that corrupt general a while back.,Was worth extorting it out of that corrupt general a<br/>while back.,ジャコモ,汚職将校から強請りネタと引き換えに 巻き上げといてよかったぜ。,"<audio id=""v55_00013""><source src=""talk/11/v55_00013.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v55_00013').play()"">汚職将校から強請りネタと引き換えに<br/>巻き上げといてよかったぜ。</a>",,
m0000,4,49,Giacomo,Hmm... But what am I gonna do now?,Hmm... But what am I gonna do now?,ジャコモ,さてと──これからどうするか。,"<audio id=""v55_00014""><source src=""talk/11/v55_00014.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v55_00014').play()"">さてと──これからどうするか。</a>",,
m0000,4,50,Giacomo,No one's gonna find the goods now that I've got 'em well hidden.,No one's gonna find the goods now that I've got 'em<br/>well hidden.,ジャコモ,ブツはあそこ</B>に隠しておけば そうそうは見つからねぇ筈だ……,"<audio id=""v55_00015""><source src=""talk/11/v55_00015.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v55_00015').play()"">ブツはあそこ</B>に隠しておけば<br/>そうそうは見つからねぇ筈だ……</a>",,
