gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
a0000,1,1,　,Hello,Hello,　,❤焱燜爷爸睺鏢你吧煉糰──漢字はここまで❤ ❤いぃうゔぅえぇけげこごただなにはばぱほぼぽま──ここまで❤ ㌍㌫㌻㍊㍍　㌍㌫㌻㍊㌫㍊㌻㍊㌫㌻㍊㌻㍊㌫㌻㍊㌫㍊㌻㍍,❤焱燜爷爸睺鏢你吧煉糰──漢字はここまで❤<br/>❤いぃうゔぅえぇけげこごただなにはばぱほぼぽま──ここまで❤<br/>㌍㌫㌻㍊㍍　㌍㌫㌻㍊㌫㍊㌻㍊㌫㌻㍊㌻㍊㌫㌻㍊㌫㍊㌻㍍,,
a0000,1,2,　,(Inner monologue),(Inner monologue),　,ああああああああああああああああああああああああああああああああああああああああ ──彼女は俺の依頼人（クライアント）でな。,ああああああああああああああああああああああああああああああああああああああああ<br/>──彼女は俺の依頼人（クライアント）でな。,,
a0000,1,3,System Test,"All right, let’s start!","All right, let’s start!",システムテストさん,連続表示 2行目表示,連続表示<br/>2行目表示,,
a0000,1,4,System Test,❤焱燜爷爸睺鏢你吧煉糰──漢字はここまで❤ ❤いぃうゔぅえぇけげこごただなにはばぱほぼぽま──ここまで❤ ㌍㌫㌻㍊㍍\\u3000㌍㌫㌻㍊㌫㍊㌻㍊㌫㌻㍊㌻㍊㌫㌻㍊㌫㍊㌻㍍,❤焱燜爷爸睺鏢你吧煉糰──漢字はここまで❤<br/>❤いぃうゔぅえぇけげこごただなにはばぱほぼぽま──ここまで❤<br/>㌍㌫㌻㍊㍍\\u3000㌍㌫㌻㍊㌫㍊㌻㍊㌫㌻㍊㌻㍊㌫㌻㍊㌫㍊㌻㍍,システムテストさん,連続表示 2行目表示 3行目表示,連続表示<br/>2行目表示<br/>3行目表示,,
a0000,1,5,CHR_PLAYER, Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa She's a client.,<br/>Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa<br/>She's a client.,CHR_PLAYER,直前と別のキャラが話した場合,直前と別のキャラが話した場合,,
a0000,1,6,System Test,Continuous display Display Row 2,Continuous display Display Row 2,システムテストさん,直前と別のキャラが話した場合,直前と別のキャラが話した場合,,
a0000,1,7,System Test,Continuous display Display Row 2 Display Row 3,Continuous display Display Row 2 Display Row 3,システムテストさん,字幕を消している最中に 同じキャラの次の字幕メッセージを表示する場合,字幕を消している最中に<br/>同じキャラの次の字幕メッセージを表示する場合,,
a0000,1,8,Combat Test,When a different character from the one that just spoke is talking,When a different character from the one that just<br/>spoke is talking,戦闘テストさん,字幕を消している最中に 別のキャラの字幕メッセージを表示する場合,字幕を消している最中に<br/>別のキャラの字幕メッセージを表示する場合,,
a0000,1,9,System Test,When a different character from the one that just spoke is talking,When a different character from the one that just<br/>spoke is talking,システムテストさん,字幕を完全に消した後に 再び字幕を表示する場合,字幕を完全に消した後に<br/>再び字幕を表示する場合,,
a0000,1,10,System Test,When the next caption message is displayed while no captions are shown,When the next caption message is displayed while no<br/>captions are shown,システムテストさん,ポップアップを消している最中に 字幕メッセージを表示する場合,ポップアップを消している最中に<br/>字幕メッセージを表示する場合,,
a0000,1,11,System Test,When the another character's caption message is displayed while no captions are shown,When the another character's caption message is<br/>displayed while no captions are shown,システムテストさん,話者名なし・字幕帯あり,話者名なし・字幕帯あり,,
a0000,1,12,System Test,When captions are shown again after being switched off completely,When captions are shown again after being switched<br/>off completely,システムテストさん,話者名あり・字幕帯なし,話者名あり・字幕帯なし,,
a0000,1,13,System Test,When a pop-up is displayed while captions are off,When a pop-up is displayed while captions are off,システムテストさん,話者名なし・字幕帯なし,話者名なし・字幕帯なし,,
a0000,2,14,,When a caption message is displayed while pop-ups are off,When a caption message is displayed while pop-ups<br/>are off,,以下のセーブデータをロードします デバッグマップ  ヴァン LV2 ,以下のセーブデータをロードします<br/>デバッグマップ<br/><br/>ヴァン LV2<br/>,,
a0000,2,15,,No speaker name - With captions,No speaker name - With captions,,１行目１行目１行目 決定音なし,１行目１行目１行目<br/>決定音なし,,
a0000,2,16,,With speaker name - No captions,With speaker name - No captions,,１行目１行目１行目１行目 ２行目 ３行目３行目３行目３行目３行目３行目,１行目１行目１行目１行目<br/>２行目<br/>３行目３行目３行目３行目３行目３行目,,
a0000,2,17,,No speaker name - No captions,No speaker name - No captions,,１行目 ２行目 ３行目３行目３行目３行目３行目 ４行目４行目４行目 ,１行目<br/>２行目<br/>３行目３行目３行目３行目３行目<br/>４行目４行目４行目<br/>,,
a0000,2,18,,Load save data below Debug map Van Level 2,Load save data below Debug map Van Level 2,,１行目 ２行目 ３行目 ４行目 ５行目 ,１行目<br/>２行目<br/>３行目<br/>４行目<br/>５行目<br/>,,
a0000,2,19,,Row 1 Row 1 Row 1 No setting sound,Row 1 Row 1 Row 1 No setting sound,,１行目 ２行目 ３行目 ４行目 ５行目 ６行目 ,１行目<br/>２行目<br/>３行目<br/>４行目<br/>５行目<br/>６行目<br/>,,
a0000,2,20,,Row 1 Row 1 Row 1 Row 1 Row 2 Row 3 Row 3 Row 3 Row 3 Row 3 Row 3,Row 1 Row 1 Row 1 Row 1 Row 2 Row 3 Row 3<br/>Row 3 Row 3 Row 3 Row 3,,１行目 ２行目 ３行目 ４行目 ５行目 ６行目 ７行目 ,１行目<br/>２行目<br/>３行目<br/>４行目<br/>５行目<br/>６行目<br/>７行目<br/>,,
a0000,2,21,,Row 1 Row 2 Row 3 Row 3 Row 3 Row 3 Row 3 Row 4 Row 4 Row 4,Row 1 Row 2 Row 3 Row 3 Row 3 Row 3 Row 3<br/>Row 4 Row 4 Row 4,,システムメッセージ用セッティング（仮）,システムメッセージ用セッティング（仮）,,
a0000,2,22,,Row 1 Row 2 Row 3 Row 4 Row 5,Row 1 Row 2 Row 3 Row 4 Row 5,,連続で表示しても 位置と大きさは変わらない,連続で表示しても<br/>位置と大きさは変わらない,,
a0000,2,23,,Row 1 Row 2 Row 3 Row 4 Row 5 Row 6,Row 1 Row 2 Row 3 Row 4 Row 5 Row 6,,ウェイトを挟んでみた,ウェイトを挟んでみた,,
a0000,2,24,,Row 1 Row 2 Row 3 Row 4 Row 5 Row 6 Row 7,Row 1 Row 2 Row 3 Row 4 Row 5 Row 6 Row 7,,セッティングをリセット,セッティングをリセット,,
a0000,3,25,,System message settings (beta),System message settings (beta),,{CC_ITEM=ITEM_USE_HP_00}を手に入れた。,<C1>{CC_ITEM=ITEM_USE_HP_00}を手に入れた。,,
a0000,3,26,,The position and size will not change even when text is displayed consecutively,The position and size will not change even when text<br/>is displayed consecutively,,報酬として{CC_ITEM=ITEM_USE_CP_100}を手に入れた。,<C1>報酬として{CC_ITEM=ITEM_USE_CP_100}を手に入れた。,,
a0000,4,27,,Weight inserted,Weight inserted,,定数は{CC_VALUE=num}です。,定数は{CC_VALUE=num}です。,,
a0000,4,28,,Reset settings,Reset settings,,報酬として{CC_VALUE=num}</C>ミラを獲得した。,報酬として<C1>{CC_VALUE=num}</C>ミラを獲得した。,,
a0000,5,29,CHR_THIS,Upper left (random),Upper left (random),CHR_THIS,視線通常,視線通常,,
a0000,5,30,CHR_THIS,This is now on Row 2,This is now on Row 2,CHR_THIS,視線左,視線左,,
a0000,5,31,CHR_THIS,Original position,Original position,CHR_THIS,視線右,視線右,,
a0000,5,32,CHR_THIS,Upper Right (Random),Upper Right (Random),CHR_THIS,視線戻し,視線戻し,,
a0000,6,33,CHR_THIS,This is now on Row 2,This is now on Row 2,CHR_THIS,カメラブラー,カメラブラー,,
a0000,6,34,CHR_THIS,When x-coordinate is -1,When x-coordinate is -1,CHR_THIS,放射ブラー（スクリーン座標）,放射ブラー（スクリーン座標）,,
a0000,6,35,CHR_THIS,When y-coordinate is -1,When y-coordinate is -1,CHR_THIS,放射ブラー（ワールド座標）,放射ブラー（ワールド座標）,,
a0000,6,36,CHR_THIS,When both x- and y-coordinates are -1,When both x- and y-coordinates are -1,CHR_THIS,放射ブラー（キャラにアタッチ）,放射ブラー（キャラにアタッチ）,,
a0000,7,37,CHR_THIS,Other person,Other person,CHR_THIS,被写界深度オン,被写界深度オン,,
a0000,7,38,CHR_THIS,Display face,Display face,CHR_THIS,被写界深度範囲 内側5.0 外側10.0,被写界深度範囲<br/>内側5.0<br/>外側10.0,,
a0000,7,39,CHR_THIS,Hide face,Hide face,CHR_THIS,被写界深度範囲 内側0.0 外側2.0,被写界深度範囲<br/>内側0.0<br/>外側2.0,,
a0000,7,40,CHR_THIS,Annotative text (Annotative),Annotative text (Annotative),CHR_THIS,被写界深度ブラーレベル1,被写界深度ブラーレベル1,,
a0000,7,41,CHR_THIS,Changefont color,Changefont color,CHR_THIS,被写界深度ブラーレベル5,被写界深度ブラーレベル5,,
a0000,7,42,CHR_THIS,Change text color (RGB),Change text color (RGB),CHR_THIS,被写界深度ブラーレベル30,被写界深度ブラーレベル30,,
a0000,7,43,CHR_THIS,Change text size,Change text size,CHR_THIS,被写界深度焦点をプレイヤーの頭に設定,被写界深度焦点をプレイヤーの頭に設定,,
a0000,7,44,CHR_THIS,Change text size (Direct size specification),Change text size (Direct size specification),CHR_THIS,"被写界深度焦点を(0.0f, 0.0f, 0.0f)に設定","被写界深度焦点を(0.0f, 0.0f, 0.0f)に設定",,
a0000,7,45,CHR_THIS,Change text display speed,Change text display speed,CHR_THIS,被写界深度オフ,被写界深度オフ,,
