gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
m7500,1,1,　,Viola is unconscious.,Viola is unconscious.,　,ヴィオーラは完全に気絶している。,ヴィオーラは完全に気絶している。,,
m7500,2,2,　,Olympia is unconscious.,Olympia is unconscious.,　,オランピアは完全に気絶している。,オランピアは完全に気絶している。,,
m7500,3,3,　,Alexandre is unconscious.,Alexandre is unconscious.,　,アレクサンドルは完全に気絶している。,アレクサンドルは完全に気絶している。,,
m7500,4,4,Judith,It's so pretty...,It's so pretty...,ジュディス,……綺麗ね………,"<audio id=""v06_60056""><source src=""talk/11/v06_60056.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v06_60056').play()"">……綺麗ね………</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5007_out.webp""/>"
m7500,4,5,Ferry,So this is what it looks like from the inside.,So this is what it looks like from the inside.,フェリ,これがあの《塔》の中……,"<audio id=""v02_60060""><source src=""talk/11/v02_60060.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v02_60060').play()"">これがあの《塔》の中……</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
m7500,4,6,Quatre,We must be in a dimension that's separate from our reality.,We must be in a dimension that's separate from<br/>our reality.,カトル,当然、亜空間なんだろうけど それを差し引いても、だね……,"<audio id=""v05_60058""><source src=""talk/11/v05_60058.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v05_60058').play()"">当然、亜空間なんだろうけど<br/>それを差し引いても、だね……</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0004_out.webp""/>"
m7500,4,7,Lisette,This area appears to be free of Pandemonium's influence.,This area appears to be free of<br/>Pandemonium's influence.,リゼット,……内部は逆に汎魔化は 進行していないのですね。,"<audio id=""v04_60067""><source src=""talk/11/v04_60067.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v04_60067').play()"">……内部は逆に汎魔化は<br/>進行していないのですね。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
m7500,4,8,Bellegarde,But it still has a firm grip on our world. This tower is responsible for creating Pandemonium—and maintaining it.,But it still has a firm grip on our world. This tower is<br/>responsible for creating Pandemonium—and<br/>maintaining it.,ベルガルド,うむ、あくまで演算とやらを 実行しているだけなのだろう。,"<audio id=""v07_60049""><source src=""talk/11/v07_60049.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v07_60049').play()"">うむ、あくまで演算とやらを<br/>実行しているだけなのだろう。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0006_out.webp""/>"
m7500,4,9,Aaron,All the more reason to climb to the top and tear this place down.,All the more reason to climb to the top and tear this<br/>place down.,アーロン,ハ……そいつを阻止すりゃあ 俺たちの勝ちってわけだ。,"<audio id=""v03_60055""><source src=""talk/11/v03_60055.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_60055').play()"">ハ……そいつを阻止すりゃあ<br/>俺たちの勝ちってわけだ。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
m7500,4,10,Van,Ugh...,Ugh...,ヴァン,っ……,"<audio id=""v00_60086""><source src=""talk/11/v00_60086.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_60086').play()"">っ……</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m7500,4,11,Agnes,Van!,Van!,アニエス,ヴァンさん……！,"<audio id=""v01_60085""><source src=""talk/11/v01_60085.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_60085').play()"">ヴァンさん……！</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
m7500,4,12,Ferry,Wh-What's wrong? Are you hurt?!,Wh-What's wrong? Are you hurt?!,フェリ,だ、大丈夫ですかっ？,"<audio id=""v02_60061""><source src=""talk/11/v02_60061.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v02_60061').play()"">だ、大丈夫ですかっ？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
m7500,4,13,Van,I'm fine. This is just a sign that we're closin' in on the root issue of this whole thing.,I'm fine. This is just a sign that we're closin' in on the<br/>root issue of this whole thing.,ヴァン,ああ──“元凶”に 近付いてるってだけだろう。,"<audio id=""v00_60087""><source src=""talk/11/v00_60087.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_60087').play()"">ああ──“元凶”に<br/>近付いてるってだけだろう。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m7500,4,14,Quatre,...,...,カトル,……っ…………,"<audio id=""v05_60059""><source src=""talk/11/v05_60059.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v05_60059').play()"">……っ…………</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0004_out.webp""/>"
m7500,4,15,Aaron,Hmph.,Hmph.,アーロン,ハッ……,"<audio id=""v03_60056""><source src=""talk/11/v03_60056.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_60056').play()"">ハッ……</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
m7500,4,16,Lisette,...,...,リゼット,………………………,"<audio id=""v04_60068""><source src=""talk/11/v04_60068.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v04_60068').play()"">………………………</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
m7500,4,17,Judith,You're being so vague. Can't you just fill us in on what we're missing?,You're being so vague. Can't you just fill us in on<br/>what we're missing?,ジュディス,だから何なのよ、その──……,"<audio id=""v06_60057""><source src=""talk/11/v06_60057.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v06_60057').play()"">だから何なのよ、その──……</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5007_out.webp""/>"
m7500,4,18,Van,"Sorry, but doin' that would just muddy the waters.","Sorry, but doin' that would just muddy the waters.",ヴァン,悪い──あんまり 混乱させたくないんでな。,"<audio id=""v00_60088""><source src=""talk/11/v00_60088.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_60088').play()"">悪い──あんまり<br/>混乱させたくないんでな。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m7500,4,19,Van,There's only one thing you need to know: the cause of all our problems—and the truth behind what's happening—is waitin' for us up above.,There's only one thing you need to know: the cause of<br/>all our problems—and the truth behind what's<br/>happening—is waitin' for us up above.,ヴァン,だがこの上には全ての真実…… 今回の異変の“大元”が待っている。,"<audio id=""v00_60089""><source src=""talk/11/v00_60089.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_60089').play()"">だがこの上には全ての真実……<br/>今回の異変の“大元”が待っている。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m7500,4,20,Van,And I gotta get there—no matter what it takes.,And I gotta get there—no matter what it takes.,ヴァン,俺はそこに行かなくちゃならねぇ。,"<audio id=""v00_60090""><source src=""talk/11/v00_60090.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_60090').play()"">俺はそこに行かなくちゃならねぇ。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m7500,4,21,Van,But I realize I can't do that alone. So please...give me a hand.,But I realize I can't do that alone. So please...give me<br/>a hand.,ヴァン,だから頼む</B>── お前らの力を貸してくれ。,"<audio id=""v00_60091""><source src=""talk/11/v00_60091.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v00_60091').play()"">だから頼む</B>──<br/>お前らの力を貸してくれ。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
m7500,4,22,Ferry,...,...,フェリ,あ…………,"<audio id=""v02_60062""><source src=""talk/11/v02_60062.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v02_60062').play()"">あ…………</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
m7500,4,23,Aaron,Did you just ask us for OUR help?,Did you just ask us for OUR help?,アーロン,てめえが頼む……だと？,"<audio id=""v03_60057""><source src=""talk/11/v03_60057.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v03_60057').play()"">てめえが頼む……だと？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
m7500,4,24,Bellegarde,...,...,ベルガルド,…………………………,"<audio id=""v07_60050""><source src=""talk/11/v07_60050.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v07_60050').play()"">…………………………</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0006_out.webp""/>"
m7500,4,25,Judith,Our debt-obsessed leader is pleading for our aid? Hah! Hell must be freezing over.,Our debt-obsessed leader is pleading for our aid?<br/>Hah! Hell must be freezing over.,ジュディス,フフ、あれだけ貸し借りを 渋っていたのにね。,"<audio id=""v06_60058""><source src=""talk/11/v06_60058.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v06_60058').play()"">フフ、あれだけ貸し借りを<br/>渋っていたのにね。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5007_out.webp""/>"
m7500,4,26,Quatre,For real. You're finally letting us repay what we owe you. I truly never thought I'd see the day.,For real. You're finally letting us repay what we<br/>owe you. I truly never thought I'd see the day.,カトル,うん……僕たち助手には 与えるばかりで返させもせずに。,"<audio id=""v05_60060""><source src=""talk/11/v05_60060.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v05_60060').play()"">うん……僕たち助手には<br/>与えるばかりで返させもせずに。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc0004_out.webp""/>"
