gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
c0400,1,1,CHR_THIS,"For general mob character checks. There is a possibility that events will not function correctly if used, so please be careful. *Please delete if not needed.","For general mob character checks. There is a<br/>possibility that events will not function correctly if<br/>used, so please be careful. *Please delete if<br/>not needed.",CHR_THIS,一般・モブ確認用です。こちらを使用した場合、イベントが 正常に進行しなくなる場合がありますのでご注意ください。 ※不要になりましたら削除をお願いいたします。,一般・モブ確認用です。こちらを使用した場合、イベントが<br/>正常に進行しなくなる場合がありますのでご注意ください。<br/>※不要になりましたら削除をお願いいたします。,,
c0400,2,2,,"★DEBUG: Select one character to patrol the city together. (Note: This can be changed at any time via the Travel menu, etc.)","★DEBUG: Select one character to patrol the city together. (Note: This can be changed at any time via the Travel menu, etc.)",,★DEBUG：市内を巡回するメンバーを一人選んで下さい。 （※移動メニュー等でいつでも変更できます）,★DEBUG：市内を巡回するメンバーを一人選んで下さい。<br/>（※移動メニュー等でいつでも変更できます）,,
c0400,2,3,,"★DEBUG: Agnès, Feri, and Aaron have entered the party. Select two additional members.","★DEBUG: Agnès, Feri, and Aaron have entered the party. Select two additional members.",,★DEBUG：アニエス、フェリ、アーロンがパーティに入りました。 追加のメンバーを２名選んでください。,★DEBUG：アニエス、フェリ、アーロンがパーティに入りました。<br/>追加のメンバーを２名選んでください。,,
c0400,2,4,,◆(Temp) Select an accompanying character (first).,◆(Temp) Select an accompanying character (first).,,◆（仮）同行メンバーを選んでください。（１人目）,◆（仮）同行メンバーを選んでください。（１人目）,,
c0400,2,5,,◆(Temp) Select an accompanying character (second).,◆(Temp) Select an accompanying character (second).,,◆（仮）同行メンバーを選んでください。（２人目）,◆（仮）同行メンバーを選んでください。（２人目）,,
c0400,2,6,,★DEBUG: (Temp) Select an accompanying character (first).,★DEBUG: (Temp) Select an accompanying character (first).,,★DEBUG：（仮）同行メンバーを選んでください。（１人目）,★DEBUG：（仮）同行メンバーを選んでください。（１人目）,,
c0400,2,7,,★DEBUG: (Temp) Select an accompanying character (second).,★DEBUG: (Temp) Select an accompanying character (second).,,★DEBUG：（仮）同行メンバーを選んでください。（２人目）,★DEBUG：（仮）同行メンバーを選んでください。（２人目）,,
c0400,2,8,,★DEBUG: Select a character to accompany you in addition to Van/Agnès/Risette.,★DEBUG: Select a character to accompany you in addition to Van/Agnès/Risette.,,★DEBUG：ヴァン・アニエス・リゼットに加えて 連れて行くメンバーを選んでください。,★DEBUG：ヴァン・アニエス・リゼットに加えて<br/>連れて行くメンバーを選んでください。,,
c0400,2,9,,★DEBUG: Select 1 accompanying character. (This can be changed later.),★DEBUG: Select 1 accompanying character. (This can be changed later.),,★DEBUG：同行メンバーを一人選んでください。 （後で変更も可能です。）,★DEBUG：同行メンバーを一人選んでください。<br/>（後で変更も可能です。）,,
c0400,3,10,,★DEBUG: Set the location liberation status. The order of locations liberated changes the party lineup.,★DEBUG: Set the location liberation status.<br/>The order of locations liberated changes the party lineup.,,★DEBUG：解放している順番によってパーティー構成が変化します。 解放状況を選択してください。,★DEBUG：解放している順番によってパーティー構成が変化します。<br/>解放状況を選択してください。,,
c0400,4,11,Lisette,"The air at the meeting is quite amicable, as far as I can tell.","The air at the meeting is quite amicable, as far as I<br/>can tell.",リゼット,様子を見るに、あの会合では 和やかな交流が行われているようですね。,様子を見るに、あの会合では<br/>和やかな交流が行われているようですね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
c0400,4,12,Lisette,"The attendants, however, are rather adept at putting on appearances, so I suppose I shouldn't jump to any conclusions.","The attendants, however, are rather adept<br/>at putting on appearances, so I suppose I<br/>shouldn't jump to any conclusions.",リゼット,ですが、あの方々ならば どうとでも見せかける事が出来るでしょう。,ですが、あの方々ならば<br/>どうとでも見せかける事が出来るでしょう。,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
c0400,4,13,Lisette,I will be keeping tabs on the situation until you require my assistance.,I will be keeping tabs on the situation until you<br/>require my assistance.,リゼット,交替するまでの間、 もう少し様子を探らせて頂きます。,交替するまでの間、<br/>もう少し様子を探らせて頂きます。,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
c0400,4,14,Lisette,Hmm... I'm not sure what to pick.,Hmm... I'm not sure what to pick.,リゼット,ふむ、どうしましょうか……,ふむ、どうしましょうか……,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
c0400,4,15,Lisette,"A practical gift might be the way to go. Something she'll get good use out of, rather than something that won't last.","A practical gift might be the way to go.<br/>Something she'll get good use out of, rather than<br/>something that won't last.",リゼット,“彼女”の事ですし消え物よりは ずっと使えるものが良さそうですけど。,“彼女”の事ですし消え物よりは<br/>ずっと使えるものが良さそうですけど。,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
c0400,4,16,Van,"Heya, Risette. You're out, too, huh.","Heya, Risette. You're out, too, huh.",ヴァン,ああ、お前さんも出かけてたんだな？,ああ、お前さんも出かけてたんだな？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0400,4,17,Lisette,"Oh, Mr. Arkride. Hello there. Surprised to see you here.","Oh, Mr. Arkride. Hello there. Surprised to see<br/>you here.",リゼット,あら、ヴァン様。 どうしてこちらに──,あら、ヴァン様。<br/>どうしてこちらに──,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
c0400,4,18,Lisette,Are you on patrol tonight?,Are you on patrol tonight?,リゼット,……ってああ、 いつもの“そぞろ歩き”ですね？,……ってああ、<br/>いつもの“そぞろ歩き”ですね？,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
c0400,4,19,Van,"Yeah. Night's still young, after all.","Yeah. Night's still young, after all.",ヴァン,ま、そういうことだ。 まだ宵の口みたいなモンだしな。,ま、そういうことだ。<br/>まだ宵の口みたいなモンだしな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0400,4,20,Van,You shoppin' around for a gift?,You shoppin' around for a gift?,ヴァン,そっちはどうやら プレゼントを捜してるみたいだが？,そっちはどうやら<br/>プレゼントを捜してるみたいだが？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0400,4,21,Lisette,"Heehee, I am.","Heehee, I am.",リゼット,ふふ……はい。,ふふ……はい。,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
c0400,4,22,Lisette,It's for one of my Marduk colleagues in Ored.,It's for one of my Marduk colleagues in Ored.,リゼット,オレドのマルドゥック本社に勤務する、 同僚への贈り物ですね。,オレドのマルドゥック本社に勤務する、<br/>同僚への贈り物ですね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
c0400,4,23,Lisette,Her birthday is next month.,Her birthday is next month.,リゼット,ちょうど来月に誕生日を迎えるので。,ちょうど来月に誕生日を迎えるので。,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
c0400,4,24,Van,A coworker from Marduk? She also a concierge?,A coworker from Marduk? She also a concierge?,ヴァン,へえ、マルドゥック社のか。 ってことはＳＣ（サービスコンシェルジュ）の？,へえ、マルドゥック社のか。<br/>ってことはＳＣ（サービスコンシェルジュ）の？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0400,4,25,Lisette,"She is indeed. One of our very best, too. She's primarily in charge of operations in the free cities.","She is indeed. One of our very best, too.<br/>She's primarily in charge of operations in the<br/>free cities.",リゼット,ええ、主に自由都市圏のオペレーションを 担当しているやり手ですね。,ええ、主に自由都市圏のオペレーションを<br/>担当しているやり手ですね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
c0400,4,26,Lisette,"In fact, I believe you met her when you were sent to Ored for tactics lessons.","In fact, I believe you met her when you were sent to<br/>Ored for tactics lessons.",リゼット,ヴァン様も戦術指南でオレドに赴かれた時、 お会いになられていると思いますが。,ヴァン様も戦術指南でオレドに赴かれた時、<br/>お会いになられていると思いますが。,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
c0400,4,27,Van,"Oh, yeah! That's that perky woman that was helpin' me.","Oh, yeah! That's that perky woman that was<br/>helpin' me.",ヴァン,ああ、あの威勢のいい姉ちゃんか！,ああ、あの威勢のいい姉ちゃんか！,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0400,4,28,Daughter's voice,You must be that spriggan dude I keep hearin' about.,You must be that spriggan dude I keep<br/>hearin' about.,娘の声,ヘェ……兄さんが噂の裏解決屋さんか。,<C1>ヘェ……兄さんが噂の裏解決屋さんか。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c0400,4,29,Daughter's voice,"If you're looking for Risette, you're fresh outta luck...but don't fret, 'cause I'm taking her place! For a few weeks, anyway.","If you're looking for Risette, you're fresh outta<br/>luck...but don't fret, 'cause I'm taking her place!<br/>For a few weeks, anyway.",娘の声,あいにくリゼットは不在でなぁ。 ３週間、ウチが世話させてもらうで。,<C1>あいにくリゼットは不在でなぁ。<br/>３週間、ウチが世話させてもらうで。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
