gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
11,d0000,1,1,,,,半グレ,ほらよ、コイツが指定のブツだ。,"<audio id=""v79_00000""><source src=""talk/11/v79_00000.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v79_00000').play()"">ほらよ、コイツが指定のブツだ。</a>",,,
11,d0000,1,2,,,,半グレ,苦労したんだぜぇ～？ 首都中の古物屋を当たってよぉ。,"<audio id=""v80_00000""><source src=""talk/11/v80_00000.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v80_00000').play()"">苦労したんだぜぇ～？<br/>首都中の古物屋を当たってよぉ。</a>",,,
11,d0000,1,3,,,,半グレ,おかげで足が棒になっちまった。 あー、明日は筋肉痛だぜ。,"<audio id=""v81_00000""><source src=""talk/11/v81_00000.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v81_00000').play()"">おかげで足が棒になっちまった。<br/>あー、明日は筋肉痛だぜ。</a>",,,
11,d0000,1,4,,,,マフィア,ご苦労だったな。,"<audio id=""v83_00000""><source src=""talk/11/v83_00000.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v83_00000').play()"">ご苦労だったな。</a>",,,
11,d0000,1,5,,,,マフィア,一応、中を見せてもらおうか。,"<audio id=""v84_00000""><source src=""talk/11/v84_00000.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v84_00000').play()"">一応、中を見せてもらおうか。</a>",,,
11,d0000,1,6,,,,マフィア,………ボスたちの指定通りか。,"<audio id=""v83_00001""><source src=""talk/11/v83_00001.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v83_00001').play()"">………ボスたちの指定通りか。</a>",,,
11,d0000,1,7,,,,マフィア,その造り、贋作（フェイク）でも無さそうだ。,"<audio id=""v84_00001""><source src=""talk/11/v84_00001.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v84_00001').play()"">その造り、贋作（フェイク）でも無さそうだ。</a>",,,
11,d0000,1,8,,,,半グレ,おお、正真正銘の指定のブツだ！,"<audio id=""v79_00001""><source src=""talk/11/v79_00001.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v79_00001').play()"">おお、正真正銘の指定のブツだ！</a>",,,
11,d0000,1,9,,,,半グレ,合わせて１００万ミラ、 耳を揃えて払ってもらおうか！？,"<audio id=""v79_00002""><source src=""talk/11/v79_00002.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v79_00002').play()"">合わせて１００万ミラ、<br/>耳を揃えて払ってもらおうか！？</a>",,,
11,d0000,1,10,,,,マフィア,ふむ、それはおかしな話だな。,"<audio id=""v83_00002""><source src=""talk/11/v83_00002.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v83_00002').play()"">ふむ、それはおかしな話だな。</a>",,,
