gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
11,m0100,1,1,,,,アニエス,こ、ここって…… まさか中世の遺構……？,こ、ここって……<br/>まさか中世の遺構……？,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,m0100,1,2,,,,ヴァン,ああ、ひょっとしたら 暗黒時代まで遡るかもしれんな。,ああ、ひょっとしたら<br/>暗黒時代まで遡るかもしれんな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>",
11,m0100,1,3,,,,ヴァン,旧王都ほどじゃねえが イーディスも中世からある都市だ。,旧王都ほどじゃねえが<br/>イーディスも中世からある都市だ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>",
11,m0100,1,4,,,,ヴァン,近代以降の地下鉄や上水道も含め 地下は結構カオスなことになってるぜ。,近代以降の地下鉄や上水道も含め<br/>地下は結構カオスなことになってるぜ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>",
11,m0100,1,5,,,,アニエス,そうだったんですか……でも確かに あってもおかしくないかもしれません。,そうだったんですか……でも確かに<br/>あってもおかしくないかもしれません。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,m0100,1,6,,,,アニエス,……っ………？,……っ………？,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,m0100,1,7,,,,ヴァン,……？　どうした──,……？　どうした──,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>",
11,m0100,1,8,,,,ヴァン,おいおい、コイツは……,おいおい、コイツは……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>",
11,m0100,1,9,,,,アニエス,ヴァンさん、あ、あれって……！,ヴァンさん、あ、あれって……！,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,m0100,1,10,,,,ヴァン,魔獣……いや、霊体の類いかよ。,魔獣……いや、霊体の類いかよ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>",
11,m0100,1,11,,,,ヴァン,首都で見かけたことはねえが いったいどうなってやがる……？,首都で見かけたことはねえが<br/>いったいどうなってやがる……？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>",
