gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
11,l4100,1,1,,,,アニエス,当時は反移民主義的な風潮も そこまで強くは無かったみたいで……,当時は反移民主義的な風潮も<br/>そこまで強くは無かったみたいで……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l4100,1,2,,,,アニエス,ハミルトン博士の提案は、理科大学と 職人街にすぐに受け入れられたそうです。,ハミルトン博士の提案は、理科大学と<br/>職人街にすぐに受け入れられたそうです。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l4100,1,3,,,,アルベール,そして理科大学と職人組合の産学共同で ４５年前に《ヴェルヌ社》が創業──,そして理科大学と職人組合の産学共同で<br/>４５年前に《ヴェルヌ社》が創業──,,,
11,l4100,1,4,,,,アルベール,他国とは違うアプローチで 導力技術を発展させてきたわけだな。,他国とは違うアプローチで<br/>導力技術を発展させてきたわけだな。,,,
11,l4100,1,5,,,,オデット,そういえば“導力車”を作ったのも 共和国のヴェルヌが最初なんだよね。,そういえば“導力車”を作ったのも<br/>共和国のヴェルヌが最初なんだよね。,,,
11,l4100,1,6,,,,オデット,その後、関連企業として導力車の 四大ライセンシーも立ち上がったし。,その後、関連企業として導力車の<br/>四大ライセンシーも立ち上がったし。,,,
11,l4100,1,7,,,,レン,ふふ……ちなみに導力鉄道は帝国、 飛行船はリベールが最初になるわね。,ふふ……ちなみに導力鉄道は帝国、<br/>飛行船はリベールが最初になるわね。,,,
11,l4100,1,8,,,,レン,歴史や背景も含めて紐解いていくと 中々考察しがいのあるテーマかしら。,歴史や背景も含めて紐解いていくと<br/>中々考察しがいのあるテーマかしら。,,,
11,l4100,1,9,,,,ユリアン,なるほど、レポートの参考にします。,なるほど、レポートの参考にします。,,,
11,l4100,1,10,,,,シニョン,そこから導力技術は映画の発展にも 繋がっていくんだねぇ……！,そこから導力技術は映画の発展にも<br/>繋がっていくんだねぇ……！,,,
11,l4100,1,11,,,,ジェイムス,フン……テーマとしては ありきたりすぎじゃないのか？,フン……テーマとしては<br/>ありきたりすぎじゃないのか？,,,
11,l4100,1,12,,,,サーシャ,もう、水を差さないの。,もう、水を差さないの。,,,
11,l4100,1,13,,,,女性,（フフ、学生って感じね。   私もあれくらいの頃は……）,（フフ、学生って感じね。<br/>  私もあれくらいの頃は……）,,,
11,l4100,1,14,,,,女性,（──って私もまだ２１！   まだまだ負けてられないわ……！）,（──って私もまだ２１！<br/>  まだまだ負けてられないわ……！）,,,
11,l4100,2,15,,,,ライエル,──ロイ・グラムハート大統領！ 我らがイケオジプレジデントってわけだな！,──ロイ・グラムハート大統領！<br/>我らがイケオジプレジデントってわけだな！,,,
11,l4100,2,16,,,,シニョン,ふふっ、なにその呼び方。 でもスクリーン映えしそうだよね～。,ふふっ、なにその呼び方。<br/>でもスクリーン映えしそうだよね～。,,,
11,l4100,2,17,,,,ユリアン,帝国でも名が知れ渡っていますね。 ……色んな意味で、ですけど。,帝国でも名が知れ渡っていますね。<br/>……色んな意味で、ですけど。,,,
11,l4100,2,18,,,,アニエス,……そうでしょうね。,……そうでしょうね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l4100,2,19,,,,オデット,ま、まあそれだけ国際的にも 重要な役割を果たしてるって事で。,ま、まあそれだけ国際的にも<br/>重要な役割を果たしてるって事で。,,,
11,l4100,2,20,,,,アルベール,戦後の難しい情勢下で立派に 舵取りをしているんじゃないか？,戦後の難しい情勢下で立派に<br/>舵取りをしているんじゃないか？,,,
11,l4100,2,21,,,,レン,（フフ……）,（フフ……）,,,
11,l4100,2,22,,,,女性,（……確かに現政権は   この上なく上手くやっている。）,（……確かに現政権は<br/>  この上なく上手くやっている。）,,,
11,l4100,2,23,,,,女性,（でもそれは──……）,（でもそれは──……）,,,
