gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
11,a1027,1,1,,,,,PA,PA,,,
11,a1027,1,2,,,,,！？,！？,,,
11,a1027,1,3,,,,,…,…,,,
11,a1027,1,4,,,,,！,！,,,
11,a1027,1,5,,,,,？,？,,,
11,a1027,1,6,,,,,冷汗,冷汗,,,
11,a1027,1,7,,,,,…ループ,…ループ,,,
11,a1027,2,8,,,,,８月２５日　１０：０５ 首都イーディス八区　旧市街,８月２５日　１０：０５<br/>首都イーディス八区　旧市街,,,
11,a1027,2,9,,,,,８月２５日　１０：０５ 首都（しゅと）イーディス八区（はちく）　旧市街（きゅうしがい）,<s20>８月２５日　１０：０５<br/>首都（しゅと）イーディス八区（はちく）　旧市街（きゅうしがい）,,,
11,a1027,2,10,,,,,８月２５日　１０：０５ 首都（しゅと）イーディス八区（はちく）　旧市街（きゅうしがい）,<s50>８月２５日　１０：０５<br/>首都（しゅと）イーディス八区（はちく）　旧市街（きゅうしがい）,,,
11,a1027,3,11,,,,,ＬＰテストイベント起動,ＬＰテストイベント起動,,,
11,a1027,4,12,,,,,今は進めないようだ。,今は進めないようだ。,,,
