gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
11,l3100,1,1,,,,フェリ,うーん、リゼットさんの運転は まさに正確無比って感じですねっ。,うーん、リゼットさんの運転は<br/>まさに正確無比って感じですねっ。,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>",
11,l3100,1,2,,,,フェリ,さっきから必要最低限の動きで “流れ”を掴んでいる気がします。,さっきから必要最低限の動きで<br/>“流れ”を掴んでいる気がします。,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>",
11,l3100,1,3,,,,ヴァン,ライン取りな、見事なモンだぜ。,ライン取りな、見事なモンだぜ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>",
11,l3100,1,4,,,,リゼット,ふふ、恐れ入ります。,ふふ、恐れ入ります。,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>",
11,l3100,1,5,,,,アーロン,ハッ、さすが国際免許なんて スカしたモン持ってるじゃねえか。,ハッ、さすが国際免許なんて<br/>スカしたモン持ってるじゃねえか。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>",
11,l3100,1,6,,,,アーロン,ま、俺が５だとしたらアンタには ３くらいは運転を任せてもいいぜ？,ま、俺が５だとしたらアンタには<br/>３くらいは運転を任せてもいいぜ？,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>",
11,l3100,1,7,,,,ヴァン,ああ、そんくらいは…… ──って俺が２かよ！？,ああ、そんくらいは……<br/>──って俺が２かよ！？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>",
11,l3100,1,8,,,,アーロン,所長なんだからドンと構えとけって。,所長なんだからドンと構えとけって。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>",
11,l3100,1,9,,,,アーロン,……ククク、ご自慢の愛車、 若いテクで存分に啼（な）かせてやるからよ。,……ククク、ご自慢の愛車、<br/>若いテクで存分に啼（な）かせてやるからよ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>",
11,l3100,1,10,,,,ヴァン,て、てめぇ……力任せのテクで 俺の相棒を満足させられるとでも──,て、てめぇ……力任せのテクで<br/>俺の相棒を満足させられるとでも──,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>",
11,l3100,1,11,,,,リゼット,アーロン様、ヴァン様も フェリ様がいるのでそのくらいで。,アーロン様、ヴァン様も<br/>フェリ様がいるのでそのくらいで。,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>",
11,l3100,1,12,,,,フェリ,……？,……？,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>",
11,l3100,1,13,,,,フェリ,（そういえばアニエスさんは   今頃どのあたりかな……？）,（そういえばアニエスさんは<br/>  今頃どのあたりかな……？）,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>",
11,l3100,1,14,,,,レン,──曾お祖父さんの 遺したものだったかしら？,──曾お祖父さんの<br/>遺したものだったかしら？,,,
11,l3100,1,15,,,,レン,研修にも持ってくるなんて、 肌身離さずって感じね。,研修にも持ってくるなんて、<br/>肌身離さずって感じね。,,,
11,l3100,1,16,,,,アニエス,大切なものですから……,大切なものですから……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,17,,,,アニエス,これがあったから、今の私がいる…… そう言っても過言じゃありません。,これがあったから、今の私がいる……<br/>そう言っても過言じゃありません。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,18,,,,アニエス,……最近は考えさせられるような事も 多くなっちゃっていますけど……,……最近は考えさせられるような事も<br/>多くなっちゃっていますけど……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,19,,,,レン,……ま、いいんじゃない？,……ま、いいんじゃない？,,,
11,l3100,1,20,,,,レン,少なくとも“後悔”だけは していないみたいだし。,少なくとも“後悔”だけは<br/>していないみたいだし。,,,
11,l3100,1,21,,,,アニエス,……はい。 それは間違いありません。,……はい。<br/>それは間違いありません。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,22,,,,アニエス,“決めるのはお前だ”って 言ってくれた人もいますから。,“決めるのはお前だ”って<br/>言ってくれた人もいますから。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,23,,,,アニエス,……悼ましいこともありましたが、 多くの繋がりを得て世界が広まりました。,……悼ましいこともありましたが、<br/>多くの繋がりを得て世界が広まりました。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,24,,,,アニエス,私を育んできたカルバードという国を 様々な角度から識ることもできて……,私を育んできたカルバードという国を<br/>様々な角度から識ることもできて……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,25,,,,アニエス,今、この国を動かしているあの人</B>に どう向き合うか──少し見えてきました。,今、<B>この国を動かしているあの人</B>に<br/>どう向き合うか──少し見えてきました。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,26,,,,レン,……ふう、隠す気ないのかしら？,……ふう、隠す気ないのかしら？,,,
11,l3100,1,27,,,,レン,この子たちとだけの 秘密なんじゃなかったの？,この子たちとだけの<br/>秘密なんじゃなかったの？,,,
11,l3100,1,28,,,,アニエス,あはは、そうですね。,あはは、そうですね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,29,,,,アニエス,でも──先輩にならって 不思議と思えてしまって。,でも──先輩にならって<br/>不思議と思えてしまって。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,30,,,,アニエス,４月に初めてお会いしたのに いつもいつも良くしてくれて……,４月に初めてお会いしたのに<br/>いつもいつも良くしてくれて……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,31,,,,アニエス,ヴァンさんの所を訪ねるきっかけも いただきましたし──,ヴァンさんの所を訪ねるきっかけも<br/>いただきましたし──,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,32,,,,アニエス,あ……それであの時、 導力ネットで事務所のことを？,あ……それであの時、<br/>導力ネットで事務所のことを？,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,33,,,,レン,クスクス、そういうこと。,クスクス、そういうこと。,,,
11,l3100,1,34,,,,レン,ちなみに彼とは５年前に “依頼”で知り合ったきりでね。,ちなみに彼とは５年前に<br/>“依頼”で知り合ったきりでね。,,,
11,l3100,1,35,,,,レン,春に私が共和国に留学に来たことも 知らなかったくらいだから安心なさいな。,春に私が共和国に留学に来たことも<br/>知らなかったくらいだから安心なさいな。,,,
11,l3100,1,36,,,,アニエス,べ、別に……でも、 それじゃあどうして腕を……,べ、別に……でも、<br/>それじゃあどうして腕を……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,37,,,,レン,その反応が見たかったから❤,その反応が見たかったから❤,,,
11,l3100,1,38,,,,アニエス,！　も、もう……,！　も、もう……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,39,,,,アニエス,でもちょっと嬉しいです。,"<audio id=""v01_40024""><source src=""talk/11/v01_40024.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_40024').play()"">でもちょっと嬉しいです。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,40,,,,アニエス,多分……その時にヴァンさんに 凄く良くしてもらったんですよね？,"<audio id=""v01_40025""><source src=""talk/11/v01_40025.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_40025').play()"">多分……その時にヴァンさんに<br/>凄く良くしてもらったんですよね？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,41,,,,レン,なんで……,"<audio id=""v13_40013""><source src=""talk/11/v13_40013.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_40013').play()"">なんで……</a>",,,
11,l3100,1,42,,,,アニエス,だからこそ私にも“紹介” してくださったんでしょう？,"<audio id=""v01_40026""><source src=""talk/11/v01_40026.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_40026').play()"">だからこそ私にも“紹介”<br/>してくださったんでしょう？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,43,,,,アニエス,先輩がいつも私たちのことを 考えてくれているのは知っていますし。,"<audio id=""v01_40027""><source src=""talk/11/v01_40027.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_40027').play()"">先輩がいつも私たちのことを<br/>考えてくれているのは知っていますし。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,44,,,,アニエス,よっぽど信頼に足る人じゃないと 近づけたりはしないでしょうから。,"<audio id=""v01_40028""><source src=""talk/11/v01_40028.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_40028').play()"">よっぽど信頼に足る人じゃないと<br/>近づけたりはしないでしょうから。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,45,,,,レン,ふう……一本取られたわね。,"<audio id=""v13_40014""><source src=""talk/11/v13_40014.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_40014').play()"">ふう……一本取られたわね。</a>",,,
11,l3100,1,46,,,,レン,まあ、仔猫だった私が“私”になる、 最初のきっかけをくれた人ってだけよ。,"<audio id=""v13_40015""><source src=""talk/11/v13_40015.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_40015').play()"">まあ、仔猫だった私が“私”になる、<br/>最初のきっかけをくれた人ってだけよ。</a>",,,
11,l3100,1,47,,,,レン,裏解決屋を始めたばかりで、 ぶっきらぼうで、実力も足りなくて……,"<audio id=""v13_40016""><source src=""talk/11/v13_40016.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_40016').play()"">裏解決屋を始めたばかりで、<br/>ぶっきらぼうで、実力も足りなくて……</a>",,,
11,l3100,1,48,,,,レン,でも一緒になって足掻いてくれて 大切な人たちへ至る道を示してくれた。,"<audio id=""v13_40017""><source src=""talk/11/v13_40017.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_40017').play()"">でも一緒になって足掻いてくれて<br/>大切な人たちへ至る道を示してくれた。</a>",,,
11,l3100,1,49,,,,アニエス,そう、だったんですか……,"<audio id=""v01_40029""><source src=""talk/11/v01_40029.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_40029').play()"">そう、だったんですか……</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,50,,,,アニエス,ふふっ、ヴァンさんは 昔からヴァンさんなんですね。,"<audio id=""v01_40030""><source src=""talk/11/v01_40030.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_40030').play()"">ふふっ、ヴァンさんは<br/>昔からヴァンさんなんですね。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,51,,,,アニエス,それに先輩も…… その後、ちゃんと大切な人たちと？,"<audio id=""v01_40031""><source src=""talk/11/v01_40031.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_40031').play()"">それに先輩も……<br/>その後、ちゃんと大切な人たちと？</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,52,,,,レン,ええ、だから私はここにいる。,"<audio id=""v13_40018""><source src=""talk/11/v13_40018.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_40018').play()"">ええ、だから私はここにいる。</a>",,,
11,l3100,1,53,,,,レン,その人たちの後押しで共和国に留学して、 貴女たちとも知り合って──,"<audio id=""v13_40019""><source src=""talk/11/v13_40019.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_40019').play()"">その人たちの後押しで共和国に留学して、<br/>貴女たちとも知り合って──</a>",,,
11,l3100,1,54,,,,レン,何の因果か生徒会長を引き受けて こうして視察研修も引率したりして。,"<audio id=""v13_40020""><source src=""talk/11/v13_40020.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_40020').play()"">何の因果か生徒会長を引き受けて<br/>こうして視察研修も引率したりして。</a>",,,
11,l3100,1,55,,,,レン,不思議なものね、“縁”っていうのは。,"<audio id=""v13_40021""><source src=""talk/11/v13_40021.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_40021').play()"">不思議なものね、“縁”っていうのは。</a>",,,
11,l3100,1,56,,,,アニエス,はい……,"<audio id=""v01_40032""><source src=""talk/11/v01_40032.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_40032').play()"">はい……</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,57,,,,レン,ああ、そういえばあの人、 甘い物好きは変わっていないの？,"<audio id=""v13_40022""><source src=""talk/11/v13_40022.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_40022').play()"">ああ、そういえばあの人、<br/>甘い物好きは変わっていないの？</a>",,,
11,l3100,1,58,,,,レン,あと車にもやたら煩かったような……,"<audio id=""v13_40023""><source src=""talk/11/v13_40023.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_40023').play()"">あと車にもやたら煩かったような……</a>",,,
11,l3100,1,59,,,,アニエス,ふふ……なんだか、 昔より悪化してるみたいですね。,"<audio id=""v01_40033""><source src=""talk/11/v01_40033.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_40033').play()"">ふふ……なんだか、<br/>昔より悪化してるみたいですね。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,60,,,,アニエス,よく知る方の言葉によれば、ですけど。,"<audio id=""v01_40034""><source src=""talk/11/v01_40034.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_40034').play()"">よく知る方の言葉によれば、ですけど。</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,61,,,,レン,ああ、噂の“Ａ級”さんね。 何やら只ならぬ関係みたいじゃない？,"<audio id=""v13_40024""><source src=""talk/11/v13_40024.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_40024').play()"">ああ、噂の“Ａ級”さんね。<br/>何やら只ならぬ関係みたいじゃない？</a>",,,
11,l3100,1,62,,,,レン,実際そこの所はどうなの？ うふふ、気になっているんでしょう？,"<audio id=""v13_40025""><source src=""talk/11/v13_40025.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v13_40025').play()"">実際そこの所はどうなの？<br/>うふふ、気になっているんでしょう？</a>",,,
11,l3100,1,63,,,,アニエス,そ、そんな事は……… ………えっと、ある程度は………,"<audio id=""v01_40035""><source src=""talk/11/v01_40035.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v01_40035').play()"">そ、そんな事は………<br/>………えっと、ある程度は………</a>",,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>",
11,l3100,1,64,,,,オデット,（うーん、起きそびれちゃったわね。   レン先輩の話も気になるけど……）,"<audio id=""v42_40001""><source src=""talk/11/v42_40001.opus"" type=""audio/ogg; codecs=opus""></audio><a href=""javascript:void(0)"" onclick=""document.getElementById('v42_40001').play()"">（うーん、起きそびれちゃったわね。<br/>  レン先輩の話も気になるけど……）</a>",,,
